time	pagename	username	content	photo	video	link	kdv	kq	cmt	
01/08/25 - 11:52	FP - Chuyện của Hà Nội	Đinh Tiến Tuấn		523400529_1184907876654625_879315486337503090_n.jpg 525226928_1527291324919090_850178518857606726_n.jpg 523925671_619781854104615_8873989696437826573_n.jpg 524699648_1290136029231839_6847863388714524530_n.jpg			Vũ	L		
01/08/25 - 13:42	FP - Chuyện của Hà Nội	Đinh Tiến Tuấn	"CUỐI TUẦN NÀY HỒ GƯƠM CÓ KÈO NGON CHO ANH EM  Các lực lượng Công an nhân dân hôm qua đã hợp luyện ở khu vực hồ Hoàn Kiếm  để chuẩn bị cho chương trình trình diễn nghiệp vụ, nằm trong chương trình ""Bản hùng ca Công an nhân dân"" tại khu vực phố đi bộ xung quanh hồ Hoàn Kiếm.  Mai nếu chưa có kèo gì thì mời anh em lên bờ Hồ nhé     17 giờ và 18 giờ ngày 2/8 tại khu vực phố đi bộ xung quanh hồ Hoàn Kiếm.  Theo Báo Quân đội Nhân dân"	523372541_1149157720388410_753709990736061383_n.jpg 524417893_24616636131274187_6150892415529868294_n.jpg 524056894_1094670845390212_6828838996928096783_n.jpg 518898697_595454100090923_7173787241264433716_n.jpg 526452628_1079621247459077_8630340620479789835_n.jpg 521174991_1891742254735099_2006037784176179572_n.jpg 522854494_686895587699160_920849943917448281_n.jpg			Vũ	L		
01/08/25 - 14:12	FP - Chuyện của Hà Nội	Đinh Tiến Tuấn	THOÁT NGUY HIỂM TRONG GANG TẤC VÀ BÀI HỌC VỀ SƠ CỨU ĐUỐI NƯỚC   Một tình huống hồi hộp đã xảy ra khi một bé gái rơi xuống bể bơi và chìm khoảng 4 phút trước khi được phát hiện. May mắn thay, có một thanh niên biết kỹ thuật hồi sức tim phổi (CPR) đã kịp thời cứu sống bé. Câu chuyện này là lời cảnh tỉnh về tầm quan trọng của kiến thức sơ cứu trong những tình huống nguy cấp.  Thực tế cho thấy, nhiều trường hợp đuối nước đã trở nên nghiêm trọng hơn vì sơ cứu sai cách.  Việc sơ cấp cứu ban đầu rất quan trọng vì nguyên nhân chính gây tử vong ở trẻ đuối nước là tổn thương não do thiếu oxy. Thời gian chịu đựng thiếu oxy của não tối đa chỉ khoảng từ 4-5 phút. Qua thời gian này, não có thể tổn thương không hồi phục, gây tử vong hoặc di chứng thần kinh. Vì thế, khi một trẻ bị đuối nước không tỉnh, không thở, ngừng tim thì cần hồi sức tim phổi (thổi ngạt, ép tim) ngay.  Các bác sĩ khuyến cáo khi gặp tình huống đuối nước, hãy giữ bình tĩnh và thực hiện sơ cứu đúng cách:  Khi trẻ đuối nước, cần nhanh chóng đưa trẻ ra khỏi nước bằng mọi cách, sau đó xem có thở không, lay gọi để kiểm tra phản ứng. Nếu trẻ không thở, hãy hồi sức tim phổi (CPR) ngay bằng cách thổi ngạt và ép tim ngoài lồng ngực.  Học kỹ thuật CPR không chỉ là kỹ năng y tế mà là kỹ năng sinh tồn, giúp cứu sống một người chỉ trong vài phút quý giá. Tai nạn đuối nước có thể xảy ra bất kỳ lúc nào, và kiến thức sơ cứu chính là chìa khóa để biến nguy hiểm thành cơ hội sống sót.  Video: Thiên Kim Theo: Vnexpress		526917058_24195942610025855_4711378049234859308_n.mp4	https://vnexpress.net/doc-nguoc-tre-chay-sai-lam-tai-hai-khi-so-cuu-duoi-nuoc-4916103.html?utm_source=chatgpt.com	Vũ	L		
01/08/25 - 14:12	FP - Chuyện của Hà Nội	Thanh Bình	Ai cũng cầu mong thịnh vượng. Nhưng phần lớn người ta chỉ biết một dạng: tiền. Họ gọi là “ổn” khi tài khoản dày, khi nhà rộng, xe đẹp, bàn làm việc đầy ắp hợp đồng. Còn những lúc được ngủ yên, được ăn cơm với mẹ, được đi dạo mà không lo deadline - họ lại nghĩ đó là lúc chưa có gì.  Nhiều người bận đến mức không còn thời gian để thở, nhưng lại tưởng mình đang tiến gần đến giàu có. Vì xã hội gán sự hối hả là dấu hiệu của thành công. Bận rộn trở thành danh hiệu, áp lực trở thành huy chương. Người càng kiệt sức thì càng được khen là chăm chỉ. Nhưng ít ai hỏi: bạn đang làm để sống, hay sống chỉ để làm?  Bận rộn và thịnh vượng không phải anh em ruột. Có người làm ba công việc vẫn thiếu thốn. Có người sống đơn sơ lại thấy đủ đầy. Thịnh vượng không chỉ là số dư ngân hàng. Nó là cảm giác không phải van xin một ngày nghỉ. Là khi tâm trí bạn không bị ai thuê bao. Là lúc bạn có thể nói “không” mà không run sợ.  Người ta cầu trời cho mình giàu. Vũ trụ gật đầu và gửi đến họ một người bạn tốt, một bữa ăn ấm, một cái ôm lâu hơn bình thường, một buổi chiều thảnh thơi không tin nhắn. Nhưng họ không nhận ra. Vì họ chỉ chăm chăm nhìn vào ví. Và kết luận: mình vẫn chưa có gì cả.  Thịnh vượng là khi có thể đi chân trần trên cỏ, và thấy lòng mình mềm đi. Là khi có thời gian đọc lại một cuốn sách cũ, rửa chén mà không vội, uống nước mà thấy vị. Là khi bạn có tay để vẽ, có giọng để nói điều tử tế. Là khi công việc bạn làm không bóp nghẹt tim mình, mà cho bạn lý do để thức dậy vào sáng mai.  Tiền là phương tiện. Tốt. Nhưng nó không phải là thước đo duy nhất của sự sống. Bạn có thể dùng tiền để mua một ly cà phê. Nhưng bạn không thể dùng tiền để tạo ra một buổi sáng mưa nhẹ, một giai điệu ru êm tai, hay một cảm giác được ai đó hiểu thật lòng.  Càng lớn, ta sẽ càng thấy: thịnh vượng thực sự là khả năng hiện thực hóa những điều gần với trái tim mình - dù có tiền hay không. Và khi bạn sống đủ hạnh phúc với ít vật chất, bạn không cần nhiều thứ để thấy mình đủ. Ngược lại, khi bạn luôn thấy thiếu, thì bao nhiêu cũng không là đủ cả.  Thịnh vượng không đến từ tích lũy. Nó đến từ buông bớt. Buông sự so đo. Buông định nghĩa của người khác. Buông cả suy nghĩ rằng bạn phải có “nhiều” mới được phép vui. Vì đôi khi, một lát bánh mì chia sẻ, một bài hát hát vu vơ, hay chỉ một cái nhìn tử tế - cũng là lời đáp đầy đủ nhất mà Vũ trụ gửi đến cho lời cầu nguyện của bạn.  Nguồn: Ơi community	525315332_122104652936955759_7765444298464659947_n.jpg 525935523_122105647052955759_7953688445042529075_n.jpg		https://www.facebook.com/photo/?fbid=122105778680955759&set=a.122105589716955759	Vũ			
01/08/25 - 15:11	FP - Chuyện của Hà Nội	Le Thu Huong	Phải công nhận là người miền Bắc có nhiều từ siêu đáng yêu ý	524707490_1242421604353815_5879420057083761947_n.jpg 525816744_1821855278730997_6153015603890601549_n.jpg 525984117_966540775558007_169016394097096567_n.jpg 523885770_1037109921837565_3676448180105547625_n.jpg 523925671_24351527191145350_2144573435648228997_n.jpg 525560414_1255534516049495_8975800446409817667_n.jpg 524288917_946158787651266_5579994075345935490_n.jpg 523891484_730711869732700_4449722253677322736_n.jpg 525544515_1301692548050443_8024427812680639323_n.jpg 523579016_1472433917112410_8922106676406986633_n.jpg 525562435_702849846051125_9136853517310626732_n.jpg 524712512_655008950220714_6306487607255472264_n.jpg			Vũ	L		
01/08/25 - 15:11	FP - Chuyện của Hà Nội	Hoàng Tuấn Anh	ae policy check đoạn đốm lưỡi nhé				Vũ			
01/08/25 - 15:11	FP - Chuyện của Hà Nội	Hoàng Tuấn Anh	a sợ so sánh với động vật				Vũ			
01/08/25 - 15:11	FP - Chuyện của Hà Nội	Trần Thanh Hà	cơ mà ko có ghi rõ là ai				Vũ			
01/08/25 - 15:11	FP - Chuyện của Hà Nội	Minh Khuê Lê	lỗi typo nè				Vũ			
01/08/25 - 15:11	FP - Chuyện của Hà Nội	Minh Vũ	xem lại xemm				Vũ			
01/08/25 - 15:11	FP - Chuyện của Hà Nội	Hoàng Tuấn Anh	@Trần Thanh Hà				Vũ			
01/08/25 - 15:11	FP - Chuyện của Hà Nội	Trần Thanh Hà	cái này là e cố gthich				Vũ			
01/08/25 - 15:11	FP - Chuyện của Hà Nội	Trần Thanh Hà	chứ kp lỗi				Vũ			
01/08/25 - 15:11	FP - Chuyện của Hà Nội	Trần Thanh Hà	Thế ảnh này tạm gỡ a nhá, duyệt mí cái kia trước ạ				Vũ			
01/08/25 - 15:11	FP - Chuyện của Hà Nội	Trần Thanh Hà	à	524093832_774956618555980_7317933494410662354_n.jpg			Vũ			
01/08/25 - 15:11	FP - Chuyện của Hà Nội	Trần Thanh Hà	E sửa rùi				Vũ			
01/08/25 - 15:52	FP - Chuyện của Hà Nội	Minh Khuê Lê	Khi tìm được đúng người thì 90 tuổi vẫn là em bé    Ông bà tao ngoài 90 tuổi nhưng đi đâu cũng cầm tay nắm chân ko rời nửa bước. Ăn uống bà chưa ăn ông cũng đợi rồi mới ăn.  Tao có niềm tin vào tình iu quá tụi bay    Biết bao nhiêu dông bão ngày trẻ để đổi lấy cái nắm tay về già. Chỉ ước tìm được tình yêu chân thành, giản dị thế thuiii   | Chia sẻ của bạn ht052_	523626359_720969640917200_1757642061426608014_n.jpg 522800714_758194313367357_214833813581704065_n.jpg 524472363_774918398383888_5918760177076733271_n.jpg			Vũ	L		
01/08/25 - 16:10	FP - Chuyện của Hà Nội	Đinh Tiến Tuấn	LIÊN TỤC LÀ NHỮNG NGÀY HỘI CHO CƯ DÂN THỦ ĐÔ THA HỒ SET KÈO  Sáng nay 01/8, tại trường đua F1 (Hà Nội) CATP Hà Nội đã tổ chức hợp luyện lần 3 diễu binh, diễu hành chuẩn bị cho Ngày hội vì Thủ đô bình yên, ra quân đảm bảo ANTT các hoạt động Kỷ niệm 80 năm Cách mạng Tháng Tám thành công và Quốc khánh 2/9.  CATP Hà Nội sẽ tổ chức diễu binh, diễu hành chuẩn bị cho Ngày hội vì Thủ đô bình yên vào ngày 10/8 tới ở hồ Gươm.   Càng gần A80, người dân Hà Nội lại càng có nhiều những sự kiện khác để cùng hướng về ngày đại lễ của đất nước. Tuần này bận thì set kèo tuần sau dần đi bạn    Theo Đài Truyền hình và Phát thanh Hà Nội	401733691_660909386202017_7999512868160441030_n.jpg 526026451_1075412274751724_8340822210776666739_n.jpg		https://www.facebook.com/share/p/1A4EkMmnHs/	Vũ	L		
01/08/25 - 16:10	FP - Chuyện của Hà Nội	Thanh Bình	Ê, các bác có thấy dạo này Hà Nội đẹp lạ thường không? Chiều xuống, cả bầu trời đỏ rực, ánh hoàng hôn trải dài như đang thì thầm điều gì đó với phố xá. Tôi còn nghĩ, chắc Hà Nội đang “tự chill” ăn mừng tháng lễ kỷ niệm 80 năm thống nhất đất nước ấy chứ. Không pháo hoa, không kèn trống, chỉ lặng lẽ rực rỡ như thế, vừa kiêu sa vừa tự hào. | Vase  Video: fujip27_ #tiepluatuhao		526842557_24770623272541443_4092710289373365799_n.mp4		Vũ	L		
01/08/25 - 16:50	FP - Chuyện của Hà Nội	Đinh Tiến Tuấn	Đề xuất bỏ quy định cởi giày, thắt lưng khi kiểm tra an ninh sân bay                              Theo Báo Người lao động	518891334_1094272219310093_7565914407519081621_n.png		https://l.facebook.com/l.php?u=https%3A%2F%2Fnld.com.vn%2Fde-xuat-bo-quy-dinh-coi-giay-that-lung-khi-kiem-tra-an-ninh-san-bay-196250801114948583.htm%3Ffbclid%3DIwZXh0bgNhZW0CMTAAYnJpZBExdDhQREJMUUtjVG9qYVBzMwEek_MHVR32pU5b8seTDQuZuHAtb2R6_T37grC8bQEQEqA5SKvmp9S9DNhBezs_aem_o4pqVKg66o0JKbf0CJBuvA&h=AT0QawrTieGuIEZOrCn1Evms-Gn7cLbUBDtxnW6Mp0miwI44IX15jWkx4TG80j1Egoul_By4K3elv32LizYmsQV0owC2e-Jc3Dlw3beZSIVur1MWXBKSlbPUrEK9QN16NWBKBdbbX8oB0RxRS_xE5Yt7cXzb8B40&__tn__=R	Vũ	L		
01/08/25 - 16:50	FP - Chuyện của Hà Nội	Đinh Tiến Tuấn	MỘT ĐÁM TANG CÓ THỂ LẶNG LẼ, NHƯNG DI SẢN MÀ NGƯỜI TỬ TẾ ĐỂ LẠI SẼ SỐNG LÂU HƠN MỌI BẢN TIN    Tin ông Hoàng Nam Tiến, nguyên Chủ tịch FPT Software, FPT Telecom đột ngột qua đời ở tuổi 56, khiến nhiều người bàng hoàng. Ông là một trong những gương mặt tiêu biểu của thế hệ doanh nhân công nghệ Việt Nam, luôn hiện diện với sự sáng tạo, tinh thần dí dỏm và lòng nhiệt thành dành cho người trẻ.  Sự ra đi đột ngột ấy không chỉ là một mất mát mà còn gợi lên một câu hỏi lớn mà ai trong chúng ta cũng nên tự vấn: Khi cái ch** có thể đến bất cứ lúc nào, ta đang sống thế nào? Và ta để lại điều gì sau lưng mình?  Cái ch*t là nơi kết thúc mọi hơn thua. Dù bạn là ai, giàu sang hay nghèo khó, nổi tiếng hay vô danh, cuối cùng tất cả đều nằm lại trong một vuông đất lạnh, dưới cỏ biếc và gió cuối thu.  Cái còn lại sau cùng không phải là chức vụ, tài khoản ngân hàng hay danh sách thành tích. Mà là ký ức mà người khác giữ về bạn: Bạn đã sống tử tế hay cay nghiệt, đã bao dung hay nhỏ nhen, đã biết yêu thương hay chỉ biết chiếm đoạt?  Ông Hoàng Nam Tiến là một doanh nhân thành công và từng giữ nhiều trọng trách, vẫn được sinh viên, cộng sự và đồng nghiệp quý mến vì sự thân thiện, gần gũi và thẳng thắn. Ông thường tự trào, không ngại nói về thất bại và sẵn sàng đứng giữa hội trường để nói chuyện với sinh viên như một người bạn. Điều ấy, sự chân thành, không phô trương, chính là thứ làm nên một con người tử tế.  Sau sự ra đi của ông Hoàng Nam Tiến, hàng nghìn lời chia sẻ xuất hiện. Không ai nhắc lại bảng thành tích hay chức vụ của ông như điều quan trọng nhất. Mà người ta nói về những buổi trò chuyện, sự hài hước, cởi mở và những bài học giản dị ông từng để lại.  Một đám tang có thể lặng lẽ. Nhưng di sản cảm xúc mà người tử tế để lại sẽ sống lâu hơn mọi bản tin. Đó chính là điều đáng giá nhất sau một đời người.   Trích từ chia sẻ của nhà báo Lê Thọ Bình/ Vietnamnet	526976059_2006459336805385_7661742688275362096_n.jpg		https://www.facebook.com/letho.binh/posts/pfbid0XAH7SdokQzpMvmdU8RzyfhLEp9MDy9wShuRPDtSbWK5U3GBtUsC3qJdGS1Ji3cfql	Vũ	L		
01/08/25 - 16:50	FP - Chuyện của Hà Nội	Minh Khuê Lê	Ông lê thọ bình này là của tạp chí điện tử viettimes a ơi, không phải của vietnamnet thì phải				Vũ			
01/08/25 - 16:50	FP - Chuyện của Hà Nội	Minh Vũ		523927574_1094710168681624_8002535474272163223_n.png			Vũ			
01/08/25 - 16:50	FP - Chuyện của Hà Nội	Đinh Tiến Tuấn	thế bỏ vietnamnet đi nha				Vũ			
01/08/25 - 16:50	FP - Chuyện của Hà Nội	Đinh Tiến Tuấn	coi như là chia sẻ của 1 người thôi				Vũ			
01/08/25 - 16:50	FP - Chuyện của Hà Nội	Minh Vũ	Okee anh	524269107_4170427389857848_7662372185975573941_n.png 525701825_1036345681652818_6791232962694877581_n.png			Vũ			
01/08/25 - 16:50	FP - Chuyện của Hà Nội	Minh Khuê Lê	@Hoang Tuấn Anh chú uii				Vũ			
01/08/25 - 17:48	FP - Chuyện của Hà Nội	Thanh Bình	BAO GIỜ MỚI ĐỦ GIỎI, ĐỦ GIÀU ĐỂ THẤY MÌNH ĐỦ?   Ai cũng cầu mong thịnh vượng. Nhưng phần lớn người ta chỉ biết một dạng: tiền. Họ gọi là “ổn” khi tài khoản dày, khi nhà rộng, xe đẹp, bàn làm việc đầy ắp hợp đồng. Còn những lúc được ngủ yên, được ăn cơm với mẹ, được đi dạo mà không lo deadline - họ lại nghĩ đó là lúc chưa có gì.  Nhiều người bận đến mức không còn thời gian để thở, nhưng lại tưởng mình đang tiến gần đến giàu có. Vì xã hội gán sự hối hả là dấu hiệu của thành công. Bận rộn trở thành danh hiệu, áp lực trở thành huy chương. Người càng kiệt sức thì càng được khen là chăm chỉ. Nhưng ít ai hỏi: bạn đang làm để sống, hay sống chỉ để làm?  Bận rộn và thịnh vượng không phải anh em ruột. Có người làm ba công việc vẫn thiếu thốn. Có người sống đơn sơ lại thấy đủ đầy. Thịnh vượng không chỉ là số dư ngân hàng. Nó là cảm giác không phải van xin một ngày nghỉ. Là khi tâm trí bạn không bị ai thuê bao. Là lúc bạn có thể nói “không” mà không run sợ.  Người ta cầu trời cho mình giàu. Vũ trụ gật đầu và gửi đến họ một người bạn tốt, một bữa ăn ấm, một cái ôm lâu hơn bình thường, một buổi chiều thảnh thơi không tin nhắn. Nhưng họ không nhận ra. Vì họ chỉ chăm chăm nhìn vào ví. Và kết luận: mình vẫn chưa có gì cả.  Thịnh vượng là khi có thể đi chân trần trên cỏ, và thấy lòng mình mềm đi. Là khi có thời gian đọc lại một cuốn sách cũ, rửa chén mà không vội, uống nước mà thấy vị. Là khi bạn có tay để vẽ, có giọng để nói điều tử tế. Là khi công việc bạn làm không bóp nghẹt tim mình, mà cho bạn lý do để thức dậy vào sáng mai.  Tiền là phương tiện. Tốt. Nhưng nó không phải là thước đo duy nhất của sự sống. Bạn có thể dùng tiền để mua một ly cà phê. Nhưng bạn không thể dùng tiền để tạo ra một buổi sáng mưa nhẹ, một giai điệu ru êm tai, hay một cảm giác được ai đó hiểu thật lòng.  Càng lớn, ta sẽ càng thấy: thịnh vượng thực sự là khả năng hiện thực hóa những điều gần với trái tim mình - dù có tiền hay không. Và khi bạn sống đủ hạnh phúc với ít vật chất, bạn không cần nhiều thứ để thấy mình đủ. Ngược lại, khi bạn luôn thấy thiếu, thì bao nhiêu cũng không là đủ cả.  Thịnh vượng không đến từ tích lũy. Nó đến từ buông bớt. Buông sự so đo. Buông định nghĩa của người khác. Buông cả suy nghĩ rằng bạn phải có “nhiều” mới được phép vui. Vì đôi khi, một lát bánh mì chia sẻ, một bài hát hát vu vơ, hay chỉ một cái nhìn tử tế - cũng là lời đáp đầy đủ nhất mà Vũ trụ gửi đến cho lời cầu nguyện của bạn.  Theo: Ơi community	526446678_1127222339327007_2834863778968359528_n.png			Vũ	L		
01/08/25 - 17:48	FP - Chuyện của Hà Nội	Thanh Bình	SINH VIÊN VIỆT NAM CHẠM ĐỈNH MOS THẾ GIỚI VỚI HUY CHƯƠNG VÀNG DANH GIÁ   Chỉ với vài cú gõ phím và tốc độ “ánh sáng”, Đỗ Hải Long đã “Ctrl+Z” mọi đối thủ để mang về Huy chương Vàng, trong khi Lương Sơn Tùng “Ctrl+C” luôn Huy chương Đồng. Top 5 thế giới giờ đây có dấu ấn Việt Nam, quá xứng đáng cho đội tuyển “tay gõ thần sầu” này!   Theo Báo Lao động	524405383_1391177055476409_613981209186184500_n.jpg			Vũ	L		
01/08/25 - 19:02	FP - Chuyện của Hà Nội	Minh Khuê Lê	Hoàng hôn một ngày đầu tháng 8    Chúc tháng mới rực rỡ và nhiều may mắn nha các bác  | Ảnh: Minh Chau Pham	524392567_720717927530189_5294758171075777443_n.jpg 525162887_1669504813735062_7352083407092154937_n.jpg 523384238_1736719780297009_755336014603961373_n.jpg 523458982_2507962622896486_2294096401298777551_n.jpg 523648267_1905223366717608_2212472579282213721_n.jpg			Vũ	L		
01/08/25 - 19:28	FP - Chuyện của Hà Nội	Thanh Bình	Quả view ban công mạnh nhất lịch sử   Video: @siliverr_06		525560173_23893482220336101_6671305328342141611_n.mp4		Vũ	L		
01/08/25 - 20:31	FP - Chuyện của Hà Nội	Thanh Bình	Ai lên Hồ Gươm tối nay bóc trúng sít rịt    Ảnh: Đức Nguyễn #tiepluatuhao	524314574_768998602955946_456708301079459843_n.jpg 526662589_1291079136066020_6610667482256538371_n.jpg 523925671_1241489251038884_3681553368201152649_n.jpg 525577045_1132892751991855_6721344243427197590_n.jpg 525544515_1282585396861540_3360256709649020099_n.jpg 523579016_1940801433420501_8396293175863936078_n.jpg			Vũ	L		
01/08/25 - 21:51	FP - Chuyện của Hà Nội	Lê Giang Uyên	Công việc không chỉ trả lương. Nó trả cho người ta nhiều giá trị hơn những dãy số được cộng vào tài khoản mỗi tháng.   Chính bản thân tôi, hay nhiều người trẻ tôi từng tiếp xúc, cũng cảm thấy rằng: để gắn bó dài lâu với một công việc, lương tốt là không đủ. Đôi khi còn là ta cảm giác có ích, sự tự tôn, một nhịp sống để bám vào mỗi ngày và đôi khi, cả lý do để tiếp tục cố gắng.   Một lời nhắc tới người trẻ, hãy tỉnh táo để nhận ra công việc mình đang làm có cho mình đủ giá trị mình cần không. Đặc biệt trong những giai đoạn bắt đầu đi làm, lương không phải là yếu tố thúc đẩy bạn phát triển nhanh nhất.	525382839_2232292120552517_471965839808730676_n.jpg			Vũ	L		
