time	pagename	username	content	photo	video	link	kdv	kq	cmt	
05/08/25 - 10:45	FP - Chuyện của Hà Nội	Minh Vũ	E là một nhân chứng sống, đêm qua nó cắt nhà e lúc 3h sáng =))				Vũ	L		
05/08/25 - 10:45	FP - Chuyện của Hà Nội	Hoàng Tuấn Anh	EVN cũng là khách bên mình				Vũ			
05/08/25 - 10:45	FP - Chuyện của Hà Nội	Le Thu Huong	chắc trong trường hợp có sự cố r =))				Vũ			
05/08/25 - 10:45	FP - Chuyện của Hà Nội	Hoàng Tuấn Anh	ae lên bài hướng về khắc phục sự cố điện				Vũ			
05/08/25 - 10:45	FP - Chuyện của Hà Nội	Hoàng Tuấn Anh	cmt tiêu cực cũng kiểm soát				Vũ			
05/08/25 - 10:45	FP - Chuyện của Hà Nội	Trần Thanh Hà	Hoặc bị chửi quá =))	524985739_2511722765839077_3422936668420697681_n.jpg			Vũ			
05/08/25 - 10:45	FP - Chuyện của Hà Nội	Trần Thanh Hà	phải t t cũng chửi	524229487_1414675123352012_6614862417945373424_n.jpg 528729116_1421298229356368_2802814110306215636_n.jpg			Vũ			
05/08/25 - 10:45	FP - Chuyện của Hà Nội	Trần Thanh Hà	Chưa có ttin chính thức là cắt điện thì chắc ko lên được				Vũ			
05/08/25 - 10:45	FP - Chuyện của Hà Nội	Thanh Bình	bài này em k tìm thấy nguồn nma thấy beat lên thì mình có lên được k ạ? @Minh Vũ				Vũ			
05/08/25 - 10:45	FP - Chuyện của Hà Nội	Minh Khuê Lê	bài này bên bảo trợ				Vũ			
05/08/25 - 11:38	FP - Chuyện của Hà Nội	Khánh Ly Nguyễn	Chớp mắt đã nửa năm rồi, ngày vui nhất 2025 của mọi người đã xuất hiện hay chưa? —------------------------------  Hôm qua tôi với đồng đội đi lang thang như hai đứa bụi đời trong khu tập thể với hy vọng sẽ tìm được một vị cựu chiến binh tham gia phỏng vấn. Nhưng vì không có sẵn liên lạc nên cả buổi trời lăn lộn mãi mà vẫn chẳng mời được ai, đang méo mặt nhìn nhau thì tình cờ có cô chủ tiệm tào phớ ra mách cho bọn tôi biết một nhân vật tên là “bác Đồng”. Thế là hai đứa chắp tay da diết lạy lục cô tào phớ hẹn lịch phỏng vấn “bác Đồng” giúp chúng tôi mặc dù chúng tôi cũng chả biết cụ thể bác ấy là ai cả =))))  Hôm sau thò mặt đến, cô ấy bảo: “Hai đứa hôm qua đấy hả? Bác Đồng đợi các cháu từ sáng trên nhà rồi đấy.”  Hóa ra “bác Đồng” tên đầy đủ là bác Nguyễn Văn Đồng, bí thư 76 tuổi của khu này, năm xưa chiến đấu ở chiến trường Bình - Trị - Thiên. Mười bảy tuổi tôi còn chưa dám tự tay bắt gián, còn bác ấy đã xung phong ra tuyến đầu cứu trợ. Cả buổi sáng bác nhiệt tình chia sẻ kỉ niệm năm xưa cho chúng tôi, vừa nói vừa khua tay cười híp mắt, trông dễ thương vô cùng. Bác bảo từ bé đến giờ cứ lúc nào hát Quốc Ca là bác lại xúc động, tôi ngồi chéo nắng thấy hai mắt bác rưng rưng.   Tự dưng nhớ ra câu nói: “Gen Z là thế hệ trẻ cuối cùng còn được chung sống, trò chuyện và nghe trực tiếp từ những cựu chiến binh của các cuộc chiến lớn trong lịch sử Việt Nam.”  Nghĩ mà vui buồn lẫn lộn, vui vì như thế có nghĩa là đất nước đã hòa bình, buồn vì thế hệ anh dũng như các bác sắp rời đi, về sau chỉ còn được thấy trong sách vở.   Nên là phải tranh thủ thôi, nhân lúc còn có thể phải qua thăm các bác nhiều nhiều. Trưa nắng hai đứa chào bác ra về, trong túi đựng 30 phút phỏng vấn, hai lời hứa gặp lại và một ngày đẹp nhất của năm 2025.   #tiepluatuhao	528430867_658870103152802_6041300150161038290_n.png			Vũ	L		
05/08/25 - 11:38	FP - Chuyện của Hà Nội	Nguyễn Đức Trọng	Nắng thế này, xin gửi lời cảm ơn các cô chú làm điện lực.  Cảm ơn những người trực tiếp đi làm với tâm huyết và tận tụy để người dân có điện sinh hoạt, tránh thoát khỏi cái thời tiết này.  Cảm ơn rất nhiều!!  | Video: Chị Dạo				Vũ	L		
05/08/25 - 11:38	FP - Chuyện của Hà Nội	Nguyễn Đức Trọng	BKD oiii				Vũ			
05/08/25 - 11:38	FP - Chuyện của Hà Nội	Thanh Bình	Dạa:>				Vũ			
05/08/25 - 13:14	FP - Chuyện của Hà Nội	Trần Thanh Hà	Trung bình khi các tấm chiếu mới nuôi chó mèo. Có thể là trên núi không còn chỗ luôn	525600668_1752351475385987_4956213763439617729_n.jpg 525574232_718255167789155_8886486213909815484_n.jpg 525619175_775582948265123_2198265601735871553_n.jpg 525236129_1384799772591676_454218754207563201_n.jpg 527769120_1986248965248950_6766599239390543545_n.jpg 526063654_1094814285431242_2634449446893736123_n.jpg 526732942_765515929495963_3956951261518099519_n.jpg 525784779_765277782629966_2040514421974095310_n.jpg			Vũ	L		
05/08/25 - 13:14	FP - Chuyện của Hà Nội	Minh Khuê Lê	LIST NHẠC TỰ HÀO VIỆT NAM CHO DỊP LỄ QUỐC KHÁNH    Âm nhạc mang hào khí, thổi lên tinh thần yêu nước của đồng bào mình. Biết ơn và xúc động khi được lắng nghe và ngân vang câu hát dưới bầu trời hòa bình hôm nay.  Tinh thần yêu nước của người Việt ta vẫn luôn bền bỉ như thế, len lỏi vào từng lời ca tiếng hát	526378771_1282190196835183_8701007327121966514_n.jpg 526154022_669650249573939_4341987214165821135_n.jpg 527059857_2009358742933349_7094889654512700115_n.jpg 526662646_1469162977433956_4475685153110933391_n.jpg 527348512_1045465594244084_1925681280325601003_n.jpg 525146616_1315908786774192_8226158780362078576_n.jpg 528077544_1116009223721333_769604071597251750_n.jpg 525209269_1914320579109084_3805411422072301217_n.jpg 525112918_658124366585917_4745740326688948711_n.jpg 525327476_728540293408348_6498966634393031851_n.jpg			Vũ	L		
05/08/25 - 13:14	FP - Chuyện của Hà Nội	Minh Khuê Lê	MÃN NHÃN BUỔI TỔNG HỢP LUYỆN A80 LẦN 2    Dịp Quốc Khánh sắp đến gần, không khí hừng hực lắm rồi. Mong cho thời tiết thuận lợi để các đồng chí tập luyện mà vẫn giữ sức khoẻ.  | Theo ZNews	528050467_1818461552350752_3616436843306695696_n.jpg 527568259_1737233787156691_8420707551623123_n.jpg 525168266_1725017024788390_2142826800384371358_n.jpg 525243250_1768254817133990_1323733517576203433_n.jpg 527451567_1384088952681755_5823141661198175912_n.jpg 526673085_766619955753599_8820252595382551233_n.jpg 524664188_1796517754555289_6299464400636883631_n.jpg 524461884_1699591547398383_1728951964169659834_n.jpg 525748483_753365037623671_3531772837005262566_n.jpg 525462010_1301292794847136_8417904738758269222_n.jpg 526259794_717765121070262_8067758562843461437_n.jpg 526208518_602368686033463_4354981113568986944_n.jpg			Vũ	L		
05/08/25 - 13:14	FP - Chuyện của Hà Nội	Minh Khuê Lê	E vừa sửa rui ạa	525331746_1258234679374010_5423954766745115075_n.jpg			Vũ			
05/08/25 - 13:14	FP - Chuyện của Hà Nội	Hoàng Tuấn Anh				https://www.facebook.com/account_status	Vũ			
05/08/25 - 13:14	FP - Chuyện của Hà Nội	Nguyen	@Nguyen Ngoc click vào đây	526007712_731192619821642_3397868531337143100_n.png			Vũ			
05/08/25 - 13:14	FP - Chuyện của Hà Nội	Hoàng Tuấn Anh	chụp màn hình lại gửi vào đây nhé				Vũ			
05/08/25 - 13:14	FP - Chuyện của Hà Nội	Nguyen Ngoc	đây ạ				Vũ			
05/08/25 - 14:45	FP - Chuyện của Hà Nội	Đinh Tiến Tuấn	EVNHANOI hoãn toàn bộ lịch cắt điện, tập trung cung ứng điện trong cao điểm nắng nóng  Theo PLO	528030810_1475875440075702_8563414054298195458_n.png			Vũ	L		
05/08/25 - 15:22	FP - Chuyện của Hà Nội	Minh Khuê Lê	"Trên đời thật sự có ""Một túp lều tranh hai trái tim vàng""?  Có lẽ là có. Nhưng tình yêu không phải là cái cớ để từ bỏ nỗ lực, mà là sức mạnh để dám bước qua thử thách, gian nan.  Một tình yêu tử tế không bắt buộc phải được phủ lên bằng nhẫn kim cương hay những bữa tối xa hoa. Nó có thể hiện diện trong những ngày mưa bão hay nắng gắt, hai người vẫn nắm tay nhau, cùng gom góp từng chút cho một tương lai tốt đẹp hơn.  Yêu không phải là trốn trong “túp lều” để phớt lờ cuộc đời. Yêu là đồng lòng vượt qua mọi thử thách. Là nhìn về cùng một hướng, tin vào cùng một giấc mơ, dù con đường còn dài và nhiều sỏi đá.  Dẫu biết vật chất là điều không thể thiếu, nhưng nếu còn yêu, cả hai còn vì nhau mà nỗ lực thì việc gì phải buông tay.  Ảnh minh họa: Lý Văn Chu"	527092854_1278331394078045_3343002592792824709_n.png			Vũ	L		
05/08/25 - 15:22	FP - Chuyện của Hà Nội	Le Thu Huong	chốt 2 like phải ko				Vũ			
05/08/25 - 15:22	FP - Chuyện của Hà Nội	Tuấn Dũng	trong giờ hành chính thì 2like nhé ae ok không, còn ngoài giờ thì 1 trong 2 like nhé. Nếu 2like 100% thì cũng đang khó cho cả phía Leader hoặc KDV				Vũ			
05/08/25 - 15:22	FP - Chuyện của Hà Nội	Le Thu Huong	tùy dạng ndung nữa nhỉ				Vũ			
05/08/25 - 15:22	FP - Chuyện của Hà Nội	Le Thu Huong	còn lại thì trong h hành chính tất cả 2 like, ngoài h hành chính 1/2 like là đc				Vũ			
05/08/25 - 16:18	FP - Chuyện của Hà Nội	Minh Khuê Lê	Nghe tiếng văng vẳng bên tai luôn =)))	523762802_2793574597519994_8156023966253051159_n.png			Vũ	L		
05/08/25 - 16:18	FP - Chuyện của Hà Nội	Yến	@Tuấn Dũng cho em hỏi với những hình này, nếu em làm mờ đi thì có khả thi đăng k anh. đăng nick cá nhân trong gr ạ				Vũ			
05/08/25 - 16:18	FP - Chuyện của Hà Nội	Hải Yến		525990666_693178257100655_7395311439387463906_n.png			Vũ			
05/08/25 - 16:18	FP - Chuyện của Hà Nội	Minh Vũ	A hỏi chút bạn trong ảnh là nam nhưng make-up thành nữ đúng không				Vũ			
05/08/25 - 16:18	FP - Chuyện của Hà Nội	Minh Khuê Lê	ông này hay làm mấy content về các mẹ miền bắc ạ				Vũ			
05/08/25 - 16:18	FP - Chuyện của Hà Nội	Minh Vũ	nó bị policy này nha	524325827_1428271774961281_6969446639646014473_n.png			Vũ			
05/08/25 - 16:18	FP - Chuyện của Hà Nội	Hải Yến	blur kiểu này cũng ko lách được hả anh ui	521584191_4116376468650308_3682390052417344972_n.png			Vũ			
05/08/25 - 16:18	FP - Chuyện của Hà Nội	Minh Vũ	khó e ah, blur nó vẫn lộ rõ ấy				Vũ			
05/08/25 - 16:18	FP - Chuyện của Hà Nội	Yến	vậy ảnh người sống nhưng hơi sợ 1 xíu như này thì sao hả anh				Vũ			
05/08/25 - 16:18	FP - Chuyện của Hà Nội	Hải Yến	thế nếu có mem cmt ảnh ko che trong cmt thì gr mình có rủi ro ko ah, để có gì bọn em lưu ý	527050092_757254883517547_8900548250696075651_n.png			Vũ			
05/08/25 - 16:18	FP - Chuyện của Hà Nội	Hải Yến	hoặc anh @Minh Vũ có thể note giúp em các ảnh nào liên quan đến nạn nhân chất độc da cam mà em có thể pick nha anh				Vũ			
05/08/25 - 16:18	FP - Chuyện của Hà Nội	Đinh Tiến Tuấn	Khởi tố vụ án, tạm giữ hình sự tài xế xe 7 chỗ rút chìa khóa xe khách trên đường vành đai 3  Theo An ninh thủ đô	524377382_634397296345063_8875172831456414795_n.jpg		https://www.anninhthudo.vn/vu-rut-chia-xe-khach-tren-duong-vanh-dai-3-tam-giu-hinh-su-tai-xe-xe-7-cho-post619760.antd	Vũ	L		
05/08/25 - 16:18	FP - Chuyện của Hà Nội	Đinh Tiến Tuấn	QUÁ ĐÃ   Hà Nội sẽ tổ chức bắn pháo hoa từ 22h-22h8 ngày 10/8, với 300 quả pháo hoa tầm cao và 60 giàn pháo hoa tầm thấp, kéo dài 8 phút tại khu vực đường đua F1, phường Từ Liêm.  Vậy kế hoạch Chủ Nhật này sẽ là sáng lên bờ Hồ xem Ngày hội Vì Thủ đô bình yên, tối lên Mỹ Đình ngắm pháo hoa.   Kết thúc một cuối tuần tuyệt vời!  Theo Báo Tuổi trẻ	526220142_766592622885052_5714690346892476658_n.jpg		https://tuoitre.vn/ha-noi-ban-phao-hoa-ngay-10-8-tai-san-van-dong-my-dinh-mung-quoc-khanh-20250725084040193.htm	Vũ	L		
05/08/25 - 16:18	FP - Chuyện của Hà Nội	Minh Vũ	Em có thể lấy dạng kiểu như này để mô tả nhé, các hình ảnh mình lấy không máu me , nội tạng lộ,  không rõ hành vi bạo lực trực tiếp và miêu tả rõ context là nạn nhân chất độc màu da cam  là được nhé	526624343_782539677800386_2083119167260730256_n.png 524312188_1115299610035307_1634906865332404562_n.png			Vũ			
05/08/25 - 16:18	FP - Chuyện của Hà Nội	Đinh Tiến Tuấn					Vũ			
05/08/25 - 16:18	FP - Chuyện của Hà Nội	Đinh Tiến Tuấn		525564526_1447018139982188_237283651602497903_n.png			Vũ			
05/08/25 - 16:18	FP - Chuyện của Hà Nội	Minh Vũ		525571403_1453995432504910_1750572777250122359_n.png			Vũ			
05/08/25 - 16:18	FP - Chuyện của Hà Nội	Thanh Bình	NỖI DAY DỨT 50 NĂM VÀ KÝ ỨC CHIẾN TRANH KHÔNG NGUÔI  Giữa những dòng hồi ức của một đời quân ngũ, có một vết thương mà ông (Cựu chiến binh Phùng Thế Duy, quê ở xã Hòa Xá - xạ thủ B41, thuộc tiểu đội hỏa lực, lực lượng vũ trang mặt trận miền nam Tây Nguyên) chưa bao giờ nguôi ngoai. Không phải mảnh đạn, cũng chẳng phải vết bỏng, mà là cái tát của một người anh trai nóng nảy dành cho em gái mình năm xưa. Trước lúc mở màn chiến dịch Tổng tấn công và nổi dậy Mùa xuân năm 1975, cô hy sinh ở mặt trận Thừa Thiên Huế.   “Cứ thế, mỗi người một ngả. Đến khi ông biết tin cô hy sinh , ông lặng người. Cái tát ấy, nó như in vào lòng, không thể nguôi ngoai...”  “Cái vả của mình, không phải như tát thường đâu. Nó là cái vả bằng khớp tay, đau lắm. Mà người ta đau không chỉ là thân thể, mà còn đau lòng.” Ông kể, ánh mắt chùng xuống.  Đức nhìn vào đôi mắt hoe đỏ của ông, lòng trào lên nỗi xót xa. Ngọn lửa thiêu đốt lưng ông năm ấy, có lẽ, còn không cháy bỏng bằng nỗi ân hận dành cho người em gái suốt 50 năm qua. Năm nay, tròn 50 năm đất nước thống nhất, cũng là 50 năm ngày cô hy sinh. Ông bảo, phải làm giỗ thật chu đáo.  “Không làm tròn cái đó thì ông không yên lòng...”  Ký ức chiến tranh, khi được kể lại, không còn là những câu chuyện khô cứng trong sách vở. Đó là hơi thở, là cảm xúc, là giọt nước mắt và cả nụ cười của những người đã sống, đã chứng kiến và đã hy sinh. Ngồi cùng ông bà, lắng nghe, ghi nhớ - đó là cách mà thế hệ trẻ hôm nay giữ gìn lịch sử. Không để quá khứ trôi vào lãng quên, mà để nó trở thành ánh sáng soi đường, để mỗi bước chân của người trẻ trong thời bình thêm vững vàng, khối óc và trái tim thêm mạnh mẽ, quả cảm.  Theo Nhân Dân #tiepluatuhao	527777287_1968559790580585_6431066469023981534_n.png 525335043_4969367146620898_6916032172951310939_n.png			Vũ	L		
05/08/25 - 16:18	FP - Chuyện của Hà Nội	Thanh Bình		525726148_1276306150711500_1026159208000204388_n.png			Vũ	L		
05/08/25 - 17:30	FP - Chuyện của Hà Nội	Nguyen Ngoc	"| 05 . 08 . 2025 - Cô ta dạo quanh thành phố với một trái tim, tan vỡ |  Gần 30 tuổi, với một trái tim chằng chịt vết nứt.  Cứ thế thôi, vùi mình vào công việc để bận rộn không còn thời gian suy nghĩ. Bảo là không sao là nói dối, nhưng đây là cách tốt nhất để tự cứu chính mình rồi.  Muốn chứ, muốn tan làm được về nhà nấu cơm, cùng nhau ăn, cùng kể nhau nghe một ngày gặp những chuyện gì, muốn được lắng nghe lắm chứ. Muốn chứ, muốn sau một ngày gồng mình ngoài kia, về đến nhà có một vòng tay để ngã vào. Muốn, nhưng chỉ có một mình, biết nói cùng ai đây.  Thế rồi học làm mọi thứ một mình, đi ăn một mình, chạy xe không điểm đến, miệng lẩm nhẩm: ""đúng, người đến với người để rời đi""  Đau lòng nhỉ, người ta tìm đến khi mình đang rực rỡ nhất, và rời đi không chút tiếc nuối gì. Để lại mình, giữa Hà Nội, với thật nhiều vỡ tan..."	528464644_635312766281552_5793301414974693831_n.png			Vũ	L		
05/08/25 - 17:54	FP - Chuyện của Hà Nội	Nguyen Ngoc	| 05 . 08 . 2025 - Cho order mùa thu Hà Nội về đây được không? |  Mình thích hoàng hôn, nhưng siêu không thích cái nóng hè. Mình, chỉ thích mùa thu Hà Nội thôi, ước gì mai mở mắt ra sẽ thấy mùi hoa sữa, sẽ được mặc áo khoác mỏng đi làm.  Thu về là gió lạnh cũng sẽ về. Nhớ những đêm lạnh ngoài đường, cảm giác có chút hương sữa vờn quanh, chạm nhẹ đầu mũi thấy lòng bình yên hơn hẳn. Một chút gì đó rất đặc trưng, chút gì đó rất Hà Nội, và cũng xen kẽ một chút man mác buồn...  Lại sắp hết năm rồi đó, đã có ai bên cạnh để thu này nắm tay dạo phố chưa?  Mận  : Thang CM, Khổng Hoàng Giang, Giang Trịnh	525569026_761752122898612_3595392528503166220_n.png 525624336_1263254802259654_9035511423915870832_n.png 525779621_1276304630569057_7582951190556730624_n.png 525568434_1095933589150166_4255217972528461564_n.png 526079964_769021268921358_1954945331353204029_n.png 525756062_603809275890207_3284609854374645948_n.png			Vũ	L		
05/08/25 - 18:57	FP - Chuyện của Hà Nội	Minh Khuê Lê	Tus: Cơn mưa tưới mát tâm hồn đến rồiiii				Vũ	L		
05/08/25 - 21:30	FP - Chuyện của Hà Nội	Chu Thủy	“Có những cái ao trông rất bẩn, nhưng để biểu diễn được rối nước, các nghệ nhân vẫn phải lội xuống. Nhưng chúng tôi xác định: lội đấy là lội với nghề.  Nghề rối nước vất vả, khổ nhọc như thế, nên để sống được với nghề là phải rất yêu, rất đam mê!”  Đó là lời chia sẻ chân tình của Nghệ nhân ưu tú Nguyễn Đình Bảy, người đã dành gần như cả cuộc đời mình để gắn bó với những con rối gỗ mộc mạc, âm thầm giữ lửa cho một loại hình nghệ thuật truyền thống đang dần ít được nhắc đến.  Ở làng rối nước Nguyên Xá, huyện Đông Hưng, tỉnh Thái Bình, ông Bảy không phải người đầu tiên làm rối, nhưng ông là người đã gắn bó, gìn giữ, và đau đáu với nghề như một phần máu thịt.  Trong gia đình ông, các chú các bác đều từng theo nghề nên thành ra ông Bảy cũng được học hỏi nhiều. Dẫu nghề không làm ra nhiều tiền bạc, ông vẫn muốn truyền lại cho các con, truyền lại không phải để chúng sống bằng nghề, mà trước hết là để hiểu và yêu cái nghề ấy.  Gắn bó với rối nước suốt hơn 50 năm, ông Bảy hiểu rõ từng cái khó của nghề. Ông bảo, mùa nóng thì còn đỡ, chứ mùa đông đến, trời rét cắt da cắt thịt, người nghệ nhân vẫn phải ngâm mình dưới ao lạnh để biểu diễn. Và một khi đã lội xuống rồi, tất cả những cái buốt giá ấy dường như tan biến chỉ còn lại sự tập trung tuyệt đối vào những con rối gỗ đang chuyển động trên mặt nước.  Và chỉ cần nghe được tiếng vỗ tay vang lên từ bờ ao, thấy được ánh mắt khán giả chăm chú dõi theo từng chuyển động, bao nhiêu lạnh giá, mệt nhọc cũng như tan đi hết.  Thường mỗi buổi diễn sẽ kéo dài cả tiếng đồng hồ dưới nước và câu chuyện được kể thường là chuyện làng mình. Mà để kể được chuyện làng thì phải hiểu làng. Nói tới điều này, ông tự hào kể rằng: “chúng tôi đều là nông dân nên hiểu tường tận về cuộc sống ở làng quê, con cá nhảy trên mặt nước ra sao, con trâu đi cày thế nào, người nông dân khó khăn gì trong cuộc sống lao động, sản xuất... chúng tôi đều tường tận cả. Các trò rối có lẽ cũng bởi vậy mà chân thật và gần gũi.”  Dẫu vậy, điều khiến ông Bảy và nhiều nghệ nhân khác trong làng rối nước Nguyên Xá trăn trở nhất là việc truyền nghề, bảo tồn nghệ thuật truyền thống của làng. Vì việc biểu diễn không liên tục, nên thu nhập từ nghề biểu diễn không có nhiều, khó giữ chân những người trẻ còn đang bộn bề nỗi lo cơm áo.  Đã vậy, nghề biểu diễn rối nước đòi hỏi sức khỏe tốt bởi thường phải lội xuống nước hàng tiếng đồng hồ, mọi hoạt động điều khiển con rối đều diễn ra dưới nước, thế mới nói “người trần mà làm việc âm”.  Không như các nghề biểu diễn khác, phục trang đẹp đẽ lên sân khấu, nghệ nhân rối nước phải mặc sao cho gọn gàng, biểu diễn xong, lên đến bờ là người ướt như lột...  Bởi thế nên, khi người trẻ ngày nay còn mải miết với những lựa chọn thực tế hơn, những nghệ nhân như ông Bảy chỉ còn biết hy vọng: một ngày nào đó, khi cuộc sống bớt bộn bề hơn, người ta sẽ lại tìm đến rối nước như một cách trở về với gốc rễ, nối dài tình yêu với một nét văn hóa cổ truyền của quê hương.  #tiepluatuhao #80namvietnamvuonminh | Bài viết có sự tham khảo từ báo Thái Bình.	525910244_1111693274263818_6147211318644222887_n.png			Vũ	L		
05/08/25 - 21:30	FP - Chuyện của Hà Nội	Lê Giang Uyên	Từng là sinh viên NEU, mang theo nhiều kì vọng của gia đình, và bây giờ mình về quê làm công việc bán hải sản… ———— Tôi trân trọng những người trẻ biết mình muốn gì, cần gì và làm nó một cách nhiệt thành tử tế. Làm ở đâu cũng được, công việc gì cũng được, miễn là cảm thấy mình đang tạo ra giá trị cho chính mình và xã hội.  Không cổ vũ người trẻ chạy theo phong trào bỏ phố về quê, chỉ muốn cổ vũ người trẻ hãy quyết tâm theo đuổi điều mình thực sự muốn, chứ không phải chạy theo những tiêu chuẩn của xã hội.  | Video từ bạn vanlamee		528306247_10088303694625853_2277037586924885600_n.mp4		Vũ	L		
