time	pagename	username	content	photo	video	link	kdv	kq	cmt	
24/07/25 - 14:51	FP - Chuyện của Hà Nội	Minh Khuê Lê	"Về nhà thôi, cơm nhà đâu chỉ để no bụng mà còn để ấm lòng.  Người Việt gọi là “cơm nhà” có lẽ bởi mỗi món ăn không chỉ mang hương vị, mà còn mang theo cả sự chăm chút, chờ đợi và tình thương. Mẹ đứng bếp từ sớm, bố về đúng giờ, con lúi húi dọn cơm, tất cả không chỉ để ""ăn cơm"", mà là để ""ăn cùng nhau"".  Bữa cơm tối là nơi để kể lại những câu chuyện, nơi học những thói quen sinh hoạt, lễ nghi thường ngày. Như gia đình mình, mặc dù ai cũng bận rộn với công việc riêng nhưng đều cố gắng về ăn tối cùng nhau, và đó cũng là thời gian đủ thành viên duy nhất trong ngày.   Trong hơi cơm nóng lan tỏa, mùi thức ăn thơm lừng và những câu chuyện vu vơ, tình thân được nuôi lớn từ những điều nhỏ bé nhất.  Có những ngày vì công việc, vì những mối quan hệ xã hội cần duy trì, mà bữa cơm tối đành lỡ hẹn. Bố mẹ hay phàn nàn: ""Chỉ đi về ngủ thì nhà khác gì nhà trọ"", thực ra câu nói ấy lại mang tất thảy nỗi nhớ mong.  Bữa tối là khoảnh khắc đoàn tụ cuối ngày cho những người thân thương nhất. Xin đừng coi đó là một sự phiền hà vì không được tụ tập với bè bạn. Không ăn nhớ báo cắt cơm, đừng để nỗi mong chờ ấm áp thành mâm cơm nguội lạnh không người ăn.  Hãy dành thời gian ăn tối bên gia đình nhé. Bố mẹ đợi đó."	522522223_1484934632693790_6358788546754216551_n.png			Dũng	L		
24/07/25 - 15:32	FP - Chuyện của Hà Nội	Nguyễn Đức Trọng	Từng bước chân không lệch nửa nhịp, từng ánh mắt nhìn về một hướng. Cả đội hình như một khối thép sống động: mạnh mẽ, chuẩn xác, đẹp như một khuôn đúc. Diễu binh không chỉ là biểu tượng kỷ luật, mà còn là niềm tự hào trong lòng người dân chiêm ngưỡng.				Dũng	L		
24/07/25 - 16:36	FP - Chuyện của Hà Nội	Thanh Bình	Nguyễn Thị Hải Yến, nữ sinh lớp 12 ở Nam Đàn (Nghệ An), vừa đạt 29,25 điểm khối C00,  điểm số khiến ai cũng trầm trồ. Nhưng trong khi bạn bè háo hức đợi giấy báo nhập học, em lại tất tả vào nhà máy làm công nhân để dành tiền đi học, phụ mẹ già yếu, bệnh tật.   “Cháu muốn làm cô giáo, truyền dạy kiến thức cho học sinh. Nhìn thầy cô giảng bài, cháu thấy đó là công việc đẹp nhất”.  Theo Dân trí				Dũng	L		
24/07/25 - 20:49	FP - Chuyện của Hà Nội	Lê Giang Uyên	“Chỉ cần làm tốt, rồi sẽ có người thấy” - liệu có thật vậy không?  Khi mới đi làm, tôi cũng từng nghĩ như thế. Cứ chăm chỉ, cố gắng, không kêu ca rồi sớm muộn gì người ta cũng nhận ra những giá trị mình đã đóng góp. Cứ làm tốt, tự khắc sẽ được ghi nhận.  Nhưng sau vài năm đi làm, tôi bắt đầu hiểu hơn rằng, có lẽ công ty không giống như lớp học. Ở trường lớp, thầy cô sẽ tự động chú ý đến học sinh nào chăm ngoan, giỏi giang. Nhưng tại môi trường có hàng trăm nhân viên, hàng ngàn email mỗi ngày, hàng chục cuộc họp mỗi tuần, nếu tôi không chủ động cho người khác thấy giá trị mình đang tạo ra, thì có thể chẳng ai nhìn thấy cả.  Hôm trước tình cờ đọc được chia sẻ thế này của chị Thái Vân Linh, thấy đúng, rằng: “Trong môi trường doanh nghiệp, sự ghi nhận không tự xảy ra mà được xây dựng thông qua quá trình hiện diện, tương tác và chia sẻ giá trị đúng lúc, đúng cách.”  Thực tế là, công ty hay chính cấp trên của bạn thôi, không thể ghi nhận điều mà họ không biết. Và khi người ta không thấy được bạn đang mang lại điều gì, bạn sẽ rất dễ bị bỏ qua trong những quyết định quan trọng: ai được cất nhắc, ai được giữ lại, ai được trao thêm cơ hội.  Làm tốt là điều kiện cần. Nhưng làm tốt thôi chưa đủ.  Nếu bạn đang cảm thấy mình đã đóng góp rất nhiều, phấn đấu và cố gắng nhưng không được “ghi nhận”, thì có thể không phải vì bạn chưa đủ giỏi, mà là vì bạn chưa cho ai thấy được mình đang giỏi cái gì, đã tạo ra thành quả như thế nào. Không phải khoe khoang, mà là hiện diện một cách đúng đắn. Không phải flexing quá đâu, mà là bạn đang thể hiện đúng những giá trị bạn đã tạo ra, những điều bạn tin rằng nó có ích cho sự phát triển của đội nhóm, tổ chức.  Và mình nghĩ đây là điều mọi người rất nên hiểu, đặc biệt là người trẻ trong những năm đầu sự nghiệp. Đừng ngồi chờ ai đó công nhận. Hãy dũng cảm lên tiếng về những gì bạn đang làm, bạn đang học được, bạn đang tiến bộ mỗi ngày.  Cơ hội không đến với người chỉ đợi, chủ động ghi nhận mình, và để người khác ghi nhận mình cũng là cách tạo ra cơ hội cho mình đó!  | Trích quote: Thái Vân Linh. Ảnh: Nguyễn Trung Nhân	521317666_9767770506656424_3726141465610953315_n.jpg			Dũng	L		
24/07/25 - 20:49	FP - Chuyện của Hà Nội	Chu Thủy	Chị làm việc rất là mệt mỏi, chị làm mười mấy tiếng một ngày. Chị cảm thấy là chị không có hạnh phúc. Vậy là chị gọi mẹ, mẹ chị nói:  “Con ơi, con có biết cái việc mình sống là một phép lạ không? Nếu con lấy tiền để định giá cuộc sống của con, là mẹ thất bại. Mẹ không bao giờ muốn con theo đuổi tiền như vậy.”  Đây là những dòng chia sẻ của chị Cát Thảo trong một số tại Have a sip và mình thấy bất ngờ khi một người mẹ có thể nói với con mình như vậy.   Vì mình nghĩ là thế hệ cha mẹ của chúng mình lớn lên trong những năm tháng thiếu thốn. Cái thời mà chỉ cần cơm đủ ăn, áo đủ mặc là cả nhà đã ấm lòng. Họ sống với tâm thế “có còn hơn không” và từng đồng tiền kiếm được đều là kết quả của nhiều ngày dãi nắng dầm mưa mà có được. Một giai đoạn rất dài, tiền từng là bảo chứng cho sự sinh tồn của họ.   Nhưng hôm nay có vẻ đã khác đi nhiều, minh chứng là khi chính thế hệ từng coi tiền là công cụ phải có để sống bây giờ cũng đã suy nghĩ khác đi. Tất nhiên mình không đảm bảo người mẹ nào cũng nói như này, nhưng mình nghĩ là trong lòng nhiều người mẹ đều mong con mình sống một đời không chỉ xoay quanh chuyện cơm áo.  Không phải vì họ quá nuông chiều con của họ, cũng không phải vì họ phủ nhận giá trị của đồng tiền. Mà vì họ đã sống đủ lâu để biết rằng có những thứ, khi mất rồi, tiền không mua lại được.  Đặc biệt là khi cuộc sống của thế hệ trẻ hôm nay mình đánh giá là: đáng lo. Thế hệ này không chỉ lao đầu vào làm việc cho kiệt sức mà bắt đầu mắc những bệnh vốn chỉ thấy ở người lớn tuổi: tim mạch, trầm cảm nặng, rối loạn nội tiết, đau dây thần kinh, rối loạn giấc ngủ. Những căn bệnh “hiếm gặp ở người trẻ” đang dần trở thành điều bình thường với người trẻ.  Lý do phổ biến nhất cho sự dám đánh đổi này dưới góc nhìn của mình là bởi người trẻ muốn kiếm được thật nhiều tiền. Nhiều tiền để gửi về cho cha mẹ, để mua nhà, để trả nợ, để lo cho các em,... mỗi người một lý do, nhưng điểm chung là để trả hiếu.  Nhưng chữ “hiếu” ấy lại được trả bằng chính sức khỏe của một thế hệ thì cha mẹ họ sẽ như nào? Mình chắc chắn không có bố mẹ nào hãnh diện khi cầm trên tay đồng tiền được đổi lấy bằng sức khỏe con cái họ. Nên làm ơn hãy thôi phung phí sức khỏe chỉ để có nhiều tiền, trên đời này có nhiều thứ đáng giá hơn và cũng có nhiều cách trả hiếu hơn vậy mà.  Kết lại, mình xin trích một đoạn chia sẻ của chị Cát Thảo về câu chuyện trả hiếu của người trẻ. Chị Thảo nói là:  Trước đây, chị nghĩ chị phải làm tiền rất nhiều để gửi về cho cha mẹ, để trả hiếu. Mẹ chị hỏi lại:  “Con biết hiếu là cái gì không?” “Con mua nhà cho cha mẹ, con trả nợ cho cha mẹ. Mẹ rất là mừng nhưng cái đó không phải là trả hiếu. Trả hiếu là con phải khỏe, con phải hạnh phúc và con sống với những cái cốt lõi ba mẹ đã dạy con. Đó là hiếu đó con.”  Buông bỏ bớt những thứ áp lực không cần thiết, thôi suy nghĩ việc dùng tiền để định giá giá trị sống của một cuộc đời và suy nghĩ lại về hai chữ “trả hiếu”. Đó là những gì mình nghĩ người trẻ cần suy nghĩ lại.  | Ảnh: Vietcetera	521439491_1439482084029427_6582230839092634960_n.jpg			Dũng	L		
24/07/25 - 20:49	FP - Chuyện của Hà Nội	Lê Giang Uyên	Ra trường rồi mới thấy: học đúng ngành chưa chắc đã tìm được đúng hướng. Làm đúng nghề chưa chắc đã thấy mình đúng chỗ.  Tôi đây, đã trải nghiệm kha khá việc khác nhau, có những hôm ngồi giữa văn phòng, làm đúng việc mình từng mơ tới, mà trong đầu chỉ toàn câu hỏi: Rốt cuộc mình đang làm cái gì thế này? Đây có phải là thứ mình muốn cả đời không? Nếu rẽ hướng liệu thì có nên không?  Mọi người hay bảo nhau là: “Biết mình muốn gì là một điều may mắn.” Nhưng thực tế là nhiều người đi làm rồi mới biết mình không muốn gì. Và hành trình tìm ra cái mình thực sự muốn có khi mất đến vài năm, thậm chí là cả đời.  Muốn gửi tới những người trẻ cũng đang thấy mông lung, bối rối giữa cái nghề mình chọn: Không sao cả. Không phải bạn sai, cũng không phải bạn kém. Mà đơn giản là bạn đang lớn lên, đang va vấp, đang tập hiểu chính mình trong một thế giới không dễ hiểu chút nào.  Tôi vẫn luôn nghĩ, nếu như không làm được đúng ngành, hoặc làm rồi mà thấy không phù hợp như bản thân kì vọng, hãy cho bản thân cơ hội trải nghiệm, dám thử những con đường khác. Bởi chỉ khi đi nhiều, bạn mới đủ dữ liệu để biết mình thực sự thuộc về đâu.  Và kể cả sau vài năm nữa vẫn chưa tìm ra câu trả lời, cũng đừng hoảng. Vì có những người phải đi thật lâu, mới biết mình đang tìm gì.	519610888_1111969864194266_7044331114406467768_n.jpg			Dũng	L		
24/07/25 - 23:31	FP - Chuyện của Hà Nội	Nguyễn Đức Trọng	Tôi không có nhu cầu làm việc lớn. Tôi làm được việc nhỏ, việc bình thường thôi đã tốt lắm rồi…  Thực sự càng tiếp xúc nhiều càng nhận ra, nhu cầu làm “việc bình thường”, làm “người bình thường” hoá ra lại là thứ nhiều người mong muốn nhất.  Sẽ luôn có người nào đó nói ta không được, nói ta kém hay “sao làm việc lớn được”, nhưng mấy người thực quan tâm tới việc ta có đang ổn, đang hài lòng với cuộc sống hay không?  Thực tế, những “việc lớn”, “làm to” ấy vốn dĩ chỉ là tưởng tượng, tiêu chuẩn của người nói, chứ chưa chắc đã dành cho người nghe. Đôi khi nó còn có mục đích nữa, như việc sếp thay vì hỏi han, quan tâm thì lại khuyên nhân viên chịu đựng stress và mệt mỏi chỉ để “làm việc lớn” vậy.  Có rất nhiều “việc lớn” trong đời, nhưng ít người nghĩ:  làm một người bình thường nhưng vui vẻ, những thành tích bình thường nhưng hài lòng, kinh tế bình thường nhưng gia đình hạnh phúc… cũng là những việc rất rất lớn cả.  Thôi thì, hãy quan tâm đến cảm xúc và sức khỏe của bạn. Chẳng có mấy việc gì lớn hơn những thứ đó đâu.  Việc lớn, để người thích làm.  Tôi, thích làm việc bình thường, vậy thôi…  | Nghề mới CCHN	496515377_1045186920719698_4374640983707628092_n.jpg			Dũng	L		
25/07/25 - 09:08	FP - Chuyện của Hà Nội	Nguyễn Đức Trọng	Trong khi người lớn lo tính thiệt hại, trẻ con chỉ lo mất chữ.  Giấc mơ đến trường chưa bao giờ mong manh đến thế và cũng chưa bao giờ kiên cường đến vậy.  Theo VTV24	521710639_24031464626525280_7647517674511013878_n.jpg 521798592_1098618412227785_3880162396590353667_n.jpg 520289021_747931587633042_1089532344146454989_n.jpg 519678761_621407330993077_9131033836245079974_n.jpg 520552402_1074661957625907_6006659402077766647_n.jpg		https://www.facebook.com/tintucvtv24/videos/771893981956470/	Dũng	L		
25/07/25 - 10:33	FP - Chuyện của Hà Nội	Thanh Bình	Một quán cơm bình dân chuyên dành cho các nhân viên văn phòng tại phố Lý Thường Kiệt đã có từ lâu đời.  Cơm bình dân nhưng giá thì hơi lương giám đốc chút...  | Chú Hew  Ảnh: Lê Minh Sơn	521515037_3241874792618324_8149315161975360295_n.jpg			Dũng	L		
25/07/25 - 10:33	FP - Chuyện của Hà Nội	Hoàng Tuấn Anh	lúc thì ngon lúc thì như cdb v	520257259_1055978296714598_4671165733411056804_n.png			Dũng	L		
25/07/25 - 10:33	FP - Chuyện của Hà Nội	Hoàng Tuấn Anh	KHẨN CẤP TÌM TRẺ LẠC MẤT TÍCH SAU KHI TRẬN 2.5TR CỦA NGƯỜI LẠ  Tên cháu: Nguyễn Kiều Trang  Tuổi: 13 (sinh ngày 26/10/2012) - Giới tính: Nữ Đang học lớp 6A12 Trường THCS Nghĩa Tân, phường Nghĩa Đô, (Cầu Giấy), TP. Hà Nội  ĐẶC ĐIỂM NHẬN DẠNG: Chiều cao: 155 cm Cân nặng: 55kg Quần áo khi rời nhà: Áo đen, quần bông kẻ màu đỏ  THỜI GIAN VÀ ĐỊA ĐIỂM MẤT TÍCH: Thời gian: 20h15 ngày thứ 4 (23/7/2025) Địa điểm mất tích: ngõ 245 Lạc Long Quân, phường Tây Hồ, TP. Hà Nội. Hoàn cảnh mất tích: Con ra ngoài cổng nhà từ khoảng 20h15 ngày 23/7 và không thấy quay về, không rõ đi đâu.  Cháu nói dối sinh năm 2009 và đã mượn tài khoản của 1 chị tên Linh ở đường Lạc Long Quân, nhận được tiền 2.5tr của 1 đối tượng lạ xưng là bác của cháu - Nguyễn Văn Hùng, và theo chị cho cháu mượn tài khoản thì có khả năng cháu đi Thái Nguyên vì hỏi đi ra xe lên Thái Nguyên.   Gia đình đã trình báo công an. Nhờ các anh chị ở Thái Nguyên và các tỉnh lân cận để ý giúp em ạ.				Dũng	L		
25/07/25 - 11:58	FP - Chuyện của Hà Nội	Khánh Ly Nguyễn	Đúng là nhiều khi cái khó ló cái khôn, thử thách đến có khi lại là cơ hội thúc đẩy mình sáng tạo.  Ví dụ như quầy hàng di động này trên phố cổ, chú ấy không kiếm được chỗ bày hàng phù hợp nên tận dụng luôn cái xe nôi trẻ em. Vừa dễ bày hàng mà còn vừa tiện để di chuyển sang chỗ khác nữa    p/s: dù vậy thì vẫn khuyến khích mọi người không hút thuốc lá nha.				Dũng	1	Thêm dòng khuyến khích không hút thuốc lá	21
25/07/25 - 18:58	FP - Chuyện của Hà Nội	Thanh Bình	PHỐ HỒ HOÀN KIẾM - CON PHỐ NGẮN NHẤT HÀ NỘI.  Đừng tưởng “ngắn thì nhạt”. Cái phố bé xíu này từng mang một cái tên cực kỳ nghệ sĩ: “Philharmonique” (phố Hội Nhạc) bởi thời ấy phố này là tụ điểm của các rạp chiếu bóng, sân khấu ca nhạc, nơi dân Hà thành mặc áo the, đội mũ phớt, đi xem cải lương và nhạc Tây. Phố nhỏ, mà nhạc thì to, người đi qua ai cũng phải nghiêng tai một tí.  Sau năm 1945, tên phố chuyển sang Hồ Hoàn Kiếm cho nó quốc dân và “quy về chốn cũ”. Dân gian thì lại gọi trìu mến là phố Hàng Chè, chắc vì ngồi vỉa hè ăn nộm bò khô phải kèm cốc chè đá cho nó trôi			https://hanoionline.vn/video/doc-dao-con-pho-ngan-nhat-ha-noi-237030.htm	Dũng	L		
25/07/25 - 19:38	FP - Chuyện của Hà Nội	Thanh Bình	| 25 . 07 . 2025 - Bình yên không phải là điểm đến, mà là người đón ta về  Có một kiểu an toàn không đến từ tiền trong ví, không đến từ chức danh trong công ty mà đến từ khoảnh khắc bố đạp xe đón bạn về sau buổi học muộn, hay từ bàn tay mẹ gắp cho bạn miếng trứng cuối cùng trong mâm cơm.  Dù có giận, có mắng, có không hiểu, thì cũng là người đứng ở cửa đợi mình về khi mưa xuống. Là người nhét tiền vào tay mình khi về thành phố, dặn: “Đừng nói với bố mày, mẹ lén cho đấy.” Là người không giỏi nói “Bố thương con lắm”, nhưng vẫn lặng lẽ quét dọn căn phòng trống mỗi tuần, như thể chờ bạn về bất cứ lúc nào.  Thấy bố mẹ là thấy yên lòng. Dù ngoài kia có bao nhiêu deadline dí, bao nhiêu lời nói làm mình tổn thương, chỉ cần nghe tiếng mẹ hỏi “Con ăn gì chưa?”  hay thấy bố lặng lẽ ngồi sửa cái quạt hỏng trong góc nhà, là tự dưng… muốn về, muốn nghỉ ngơi, muốn được bé lại một chút.  Vì trên đời này, nơi gọi là “nhà”không phải là chỗ bạn ở mà là nơi có bố mẹ vẫn đang chờ mình về.  | Vase				Dũng	L		
25/07/25 - 20:39	FP - Chuyện của Hà Nội	Chu Thủy	Từ một sinh viên học Quản trị nhân lực mình đã đã đến 22 đơn vị và giúp hơn 5000 anh/chị sở hữu kỹ năng sử dụng AI cơ bản.   Thật ra, nếu không nhờ mẹ mình bán tài khoản ChatGPT hồi cuối năm 2022, có lẽ mình cũng chẳng sớm biết đến AI là gì.  Thời điểm cuối 2022, ChatGPT được ra mắt nhưng lại chưa có ở Việt Nam, ai muốn dùng phải mua tài khoản qua trung gian. Mẹ mình lại bán cái đó. Vậy là có cơ hội mình thử.  Mình vốn là một đứa có rất nhiều hình dung và suy nghĩ ở trong đầu nhưng lại không biết cách thể hiện, mình không biết viết cũng không biết vẽ hay hát, về cơ bản thì những suy nghĩ và cảm xúc trong đầu và không được đưa ra ngoài.   Nhưng lần đầu tiên mình được trải nghiệm cảm giác được tuôn hết những gì trong đầu ra rồi từ đó mình chăm dùng AI hơn. Và cái AI mình đang nói đến là Generative AI (AI tạo sinh) một loại AI đang được đại chúng hóa. Dễ tiếp cận hơn.   Nhưng đến giữa năm 2023, khi đi thực tập trong một công ty khá truyền thống, mọi người xung quanh mình không ai dùng AI cả. Có người còn nói dùng cái này là lười, là ăn gian. Mình cũng ngại và ngưng dùng dần.   Cho đến khi mình chuyển đến công ty hiện tại, môi trường ở đây khá trẻ và năng động, việc dùng AI không bị coi là đi tắt. Mọi người khuyến khích nhau học, khám phá, chia sẻ. Mình rất thích điều này.  Và mình nhận ra sự khác biệt khi được dùng AI và không có AI để hỗ trợ. Mình bắt đầu nghĩ xa hơn, mình nghĩ là: nếu mình, một người chẳng có nền tảng công nghệ mà còn học được, dùng được, thì người khác cũng vậy. Thế là sau đó mình bắt đầu chia sẻ, hướng dẫn, và dần coi việc “bình dân hóa AI” là một sứ mệnh.  Dù sao thì thế giới đang chuyển mình rất nhanh, bây giờ AI thực sự được đại chúng hóa rồi. “Thành thạo kỹ năng sử dụng công cụ AI” sẽ trở thành một dòng bắt buộc trong CV của người lao động trong thời gian tới.   Nó giống như “Kỹ năng tin học văn phòng”, ngày xưa thời điểm 2008 2010 thì kỹ năng sử dụng tin học văn phòng là cái gì đó rất mới, không phải ai cũng biết, nhưng bây giờ thì nó là điều bắt buộc với tất cả người lao động, ai mà không biết sử dụng thì gần như không thể thực hiện được công việc.   AI cũng vậy, thời điểm này đang bắt đầu có sự bình thường hóa kỹ năng AI nên các bạn trẻ cần trang bị cho mình kỹ năng sử dụng AI để kịp thích nghi với thị trường và tạo ra được những lợi thế nhất định cho bản thân.   Nếu không bắt kịp, không học cách dùng AI, không phải là chúng ta không bị AI thay thế, mà bị chính những người biết dùng AI vượt mặt.  | Chia sẻ từ anh Minh Hiếu	521912781_1132495698899277_3208254732566018540_n.jpg			Dũng	L		
25/07/25 - 20:39	FP - Chuyện của Hà Nội	Minh Khuê Lê	Tus: Nếu không có áp lực kinh tế hay áp lực gia đình, thì ước muốn thật sự của bạn là gì?				Dũng	L		
25/07/25 - 21:57	FP - Chuyện của Hà Nội	Lê Giang Uyên	"Có người than: “Tuyển nhân sự mới, đi làm 2 ngày đã nghỉ, bảo công việc không phù hợp. Mới 2 ngày đã đánh giá được gì chưa mà bỏ? Sao bọn trẻ giờ dễ từ bỏ thế?”  Mình nghĩ, 2 ngày đầu tiên là đủ để người ta cảm nhận được rất nhiều điều. Không phải để đánh giá hết công việc, mà là để hình dung được đây có phải là nơi mình muốn dành 1 năm, 2 năm hay vài năm tới để gắn bó hay không.  Cách chào hỏi buổi sáng, thái độ của người quản lý, cách mọi người trò chuyện với nhau, sự rõ ràng (hoặc thiếu rõ ràng) trong giao việc, không khí của văn phòng, nhịp độ làm việc, cái nhìn đầu tiên vào tài liệu hướng dẫn, hay thậm chí là sự có mặt hoặc vắng mặt của một lời chào mừng tử tế… tất cả những thứ đó cộng lại, tạo thành bức tranh đầu tiên về văn hoá và con người ở đây. Và đôi khi, chỉ cần một khoảnh khắc ngắn cũng đủ để người ta biết: “Chắc là không ổn rồi.”  Không phải ""bọn trẻ"" hay ""bọn già"", ai cũng có lý do chính đáng khi chọn lựa một nơi để gắn bó suốt cả năm trời. Bởi không ai muốn tiêu tốn thời gian, sức lực và cảm xúc của mình ở một nơi mà họ đã sớm cảm thấy không xứng đáng. Người ta nghỉ không phải vì yếu đuối, mà vì họ đủ nghiêm túc với chính cuộc đời mình.  Nên nếu nhiều người đến rồi đi, có lẽ đừng vội đánh giá họ ""dễ từ bỏ"", mà nên xem lại, liệu mình đã thực sự sẵn sàng để giữ ai đó ở lại chưa.  | Bạn Nguyen (Brian) Vo chia sẻ."	520813134_1483126019606582_3838996388742969040_n.jpg		https://www.linkedin.com/posts/vothanhnguyen_c%C3%B3-ng%C6%B0%E1%BB%9Di-than-tuy%E1%BB%83n-nh%C3%A2n-s%E1%BB%B1-m%E1%BB%9Bi-%C4%91i-l%C3%A0m-activity-7350362156564926466-JYGt?utm_medium=ios_app&rcm=ACoAADzsypkBQZOX5ENqWhiDxaEAnbvriHIzcdA&utm_source=social_share_send&utm_campaign=copy_link	Dũng	L		
