01/01/26	FB - Chuyện của Hà Nội	Giang Uyên	Cả năm bôn ba, đến lễ Tết chỉ mong được về nhà.  Không phải về để làm gì to tát. Chỉ là ăn một bữa cơm đủ người, ngồi nghe bố mẹ nói chuyện hàng xóm xa gần, được ông bà lấy ra cho những gói bánh gói kẹo cất trong tủ. Những con người giản đơn ấy, chẳng biết từ lúc nào lại trở nên đẹp đẽ hơn cả những điều mình từng theo đuổi.  Lớn rồi, mình càng ngày càng cảm nhận được rằng một bữa cơm cùng gia đình đủ người ngon hơn mọi sơn hào mỹ vị.   Và khi đi xa nhiều, lại càng hiểu, số lần nhìn thấy người có thể gặp thì ngày càng nhiều, mà người muốn gặp thì ngày càng ít. Thế nên là, những ngày được ở nhà bỗng nhiên trở thành thứ cần được giữ gìn và trân trọng lắm.  Lễ Tết, suy cho cùng, cũng chỉ cần vậy. Thế thôi là hạnh phúc rồi.  | Guyen.	"""1990838478449272.jpg"								
01/01/26	FB - Chuyện của Hà Nội	Minh Vũ					Vũ					
01/01/26	FB - Chuyện của Hà Nội	Nguyễn Đức Trọng	Biết ngay mà, chưa gì đã đòi tua nhanh qua 2027 luôn rồi mà 😌				Vũ	1				
01/01/26	FB - Chuyện của Hà Nội	Nguyễn Đức Trọng	Bkd oii				Vũ					
01/01/26	FB - Chuyện của Hà Nội	Minh Vũ					Vũ					
01/01/26	FB - Chuyện của Hà Nội	Nguyen Ngoc	Manifest 2026 có một tình yêu: nhẹ nhàng, chân thành và không rời đi. Mình không muốn gặp những người thất hứa nữa, mình cần một người tử tế sợ mình đau.  Đến nhé, cùng 2026, mình chờ ❤️  _Mận_ 📸: em.pdi	"""722520834267409.jpg"								
01/01/26	FB - Chuyện của Hà Nội	Minh Vũ					Vũ					
01/01/26	FB - Chuyện của Hà Nội	Nguyen Ngoc	Thử thách với bạn thân Sang 2026, ai có người yêu trước được 10 triệu				Vũ	1				
01/01/26	FB - Chuyện của Hà Nội	Minh Vũ					Vũ					
01/01/26	FB - Chuyện của Hà Nội	Giang Uyên	Cuối cùng thì, chuyến tàu mang số hiệu 2026 cũng đã chính thức khởi hành.  Viết ra đây những điều mình mong mỏi cho năm mới, coi như là tự nhắc mình.  Mong mình bản lĩnh hơn, mạnh mẽ hơn để không hoảng loạn trước những điều chưa kiểm soát được.  Mong mình vẫn giữ được sự tử tế, nhưng biết đặt ranh giới cho lòng tốt của bản thân.  Mong mình có công việc để cố gắng, có gia đình để trở về, bố mẹ nhiều sức khoẻ, và có vài người ở lại với mình thật lâu.  Mong mình biết dừng lại đúng lúc khi mệt, và đi tiếp khi còn có thể. Yêu thương và tôn trọng sức khoẻ, cảm xúc của bản thân nhiều hơn.  Mong những nỗ lực của mình sẽ được cuộc đời đáp lại, dù đến chậm thôi cũng được.  Và mong rằng, sau tất cả, mình vẫn là mình. Chỉ tốt hơn thôi.  Chuyến tàu đã lăn bánh rồi, 2026 ở phía trước.  Chúc cho mình, chúc cho tất cả chúng ta.  | Guyen. Ảnh: nguyễn mỹ linh	"""1502200744412235.jpg"								
01/01/26	FB - Chuyện của Hà Nội	Minh Vũ					Vũ					
01/01/26	FB - Chuyện của Hà Nội	Nguyen Ngoc	Minh Vũ ơi chị hỏi cái này về Tiktok đc k				Vũ					
01/01/26	FB - Chuyện của Hà Nội	Nguyen Ngoc	Chị up clip bị xoá xong báo là vi phạm nguyên tắc cộng đồng, clip bắn pháo hoa thôi				Vũ					
01/01/26	FB - Chuyện của Hà Nội	Le Thu Huong	@Nguyễn Đức Trọng  mấy dòng này aT làm thêm meme đi a				Vũ	1				
01/01/26	FB - Chuyện của Hà Nội	Minh Vũ	Thế c ấn nút appeal để nó xem xét lại nha				Vũ					
01/01/26	FB - Chuyện của Hà Nội	Minh Vũ	Clip bthuong thì ksao c				Vũ					
01/01/26	FB - Chuyện của Hà Nội	Nguyễn Đức Trọng	Ohe huu hụu				Vũ					
01/01/26	FB - Chuyện của Hà Nội	Nguyen Ngoc	Chỉ bắn pháo hoa đón giao thừa, mà nó xoá ngay tức khắc, sợ				Vũ					
01/01/26	FB - Chuyện của Hà Nội	Minh Vũ	Nó có báo vi phạm tiêu chuẩn cộng đồng gì không c				Vũ					
01/01/26	FB - Chuyện của Hà Nội	Minh Vũ	Hay c ghi chung chung là vi phạm thôi				Vũ					
01/01/26	FB - Chuyện của Hà Nội	Nguyen Ngoc		"""2984887788569342.jpg"								
01/01/26	FB - Chuyện của Hà Nội	Nguyen Ngoc	Chỉ như này á nên chị k biết là vì gì				Vũ					
01/01/26	FB - Chuyện của Hà Nội	Minh Vũ	Thế c cứ kháng đi, pháo hoa bình thường chắc là về clip thôi				Vũ					
01/01/26	FB - Chuyện của Hà Nội	Minh Vũ	Bên tiktok nó có luật firearm, explosives nếu là pháo hoa tự chế kphai của nhà nước				Vũ					
01/01/26	FB - Chuyện của Hà Nội	Minh Vũ	Chắc nó đánh nhầm hay gì đó 🥴				Vũ					
01/01/26	FB - Chuyện của Hà Nội	Nguyễn Đức Trọng	Đã đến lúc tính tuổi cho năm mới!  Vẫn như mình nhớ, mấy khứa 1996 đang học cấp 2 còn 2009 mới sinh năm ngoái ấy  nhỉ?	"1371979021066465.png
01/01/26	FB - Chuyện của Hà Nội	Nguyễn Đức Trọng	BKD oiii				Vũ	
01/01/26	FB - Chuyện của Hà Nội	Minh Vũ					Vũ	
01/01/26	FB - Chuyện của Hà Nội	Nguyễn Đức Trọng	""Có thể bạn còn đang thắc mắc: pháo hoa năm nay bắn sớm vào lúc 23h45 là vì dãy ""2 3 4 5"", để hướng về năm mới ""chỉ Tiến, không Lùi""! 🫰🎇"	"""1608196397004089.png"							
01/01/26	FB - Chuyện của Hà Nội	Nguyễn Đức Trọng	BKD oiiii				Vũ					
01/01/26	FB - Chuyện của Hà Nội	Minh Vũ					Vũ					
01/01/26	FB - Chuyện của Hà Nội	Tuan Dinh Zin		"1589418639036073.jpg
01/01/26	FB - Chuyện của Hà Nội	Tuan Dinh Zin	""Võ Thị Sáu lúc này  Dòng chữ in sau xe: ""Vợ em mới lấy bằng, thi 9 lần mới đỗ, xin thông cảm""   Ảnh: Ngô Tôn"				Vũ	1			
01/01/26	FB - Chuyện của Hà Nội	Nguyễn Hưng					Vũ					
01/01/26	FB - Chuyện của Hà Nội	Le Thu Huong	Có cái ảnh 2 hở tí biển đó ạ				Vũ					
01/01/26	FB - Chuyện của Hà Nội	Tuan Dinh Zin	Hở tí có sao đâu em, miễn ko lộ hết toàn bộ biển là oki mà				Vũ					
01/01/26	FB - Chuyện của Hà Nội	Tuan Dinh Zin		"""1591259341869404.jpg"								
01/01/26	FB - Chuyện của Hà Nội	Tuan Dinh Zin	Sau đúng 2 tháng cấm xe một chiều vào trung tâm để thi công, cầu Long Biên đã chính thức được tu sửa xong phần cần thiết.  Mong chờ thứ 2 đi lại con đường thân quen quá 🥰   Ảnh: Npp Minh Đức				Vũ	1				
01/01/26	FB - Chuyện của Hà Nội	Nguyen Ngoc	Dạ nay ngày hội toàn Hà Nội đạp vịt ạ?  Cả 2025 kêu ế mà 2026 lộ ra ai cũng iu đương, bịp thật 🤡  📸: Trn V Chung	"""916482704152610.jpg"								
01/01/26	FB - Chuyện của Hà Nội	Hoang Tuấn Anh	https://m.facebook.com/story.php?story_fbid=pfbid02isyiVgLHs51p1h6bYh6WhmepE698EzqdgwQtuxv6SCi86dwpNicLTaq7oGE6oRDRl&id=100044106323019				Vũ	1				
01/01/26	FB - Chuyện của Hà Nội	Tưởng Quỳnh Nga	Chiều hoàng hôn rủ xuống nhàn nhạt trước sân ga. Nắng vàng nghiêng xiên qua ô cửa sổ tàu, ánh lên một màu vàng nhạt như tan ra, không chói lọi, rực rỡ như hoàng hôn ngày hạ mà ấm áp, yên bình để người ta muốn đứng yên thêm chút nữa.   Phố xá bớt ồn ào, gió thổi nhẹ, mang theo mùi của một năm vừa bắt đầu chưa rõ hình hài, nhưng đầy hứa hẹn phía ngày xa  | Na  📸 Thi Gai Nguyen	"""878085665157456.jpg"								
01/01/26	FB - Chuyện của Hà Nội	Tưởng Quỳnh Nga	Bkd uiii check giúp em vớiii ạ				Vũ					
01/01/26	FB - Chuyện của Hà Nội	Minh Vũ					Vũ					
01/01/26	FB - Chuyện của Hà Nội	Minh Vũ					Vũ					
01/01/26	FB - Chuyện của Hà Nội	Minh Vũ					Vũ					
01/01/26	FB - Chuyện của Hà Nội	Minh Vũ					Vũ					
01/01/26	FB - Chuyện của Hà Nội	Giang Uyên	Bắt 'hiệp sĩ' Nguyễn Thanh Hải vì lợi dụng giải cứu người từ Campuchia để cưỡng đoạt tài sản 16,7 tỉ				Vũ	1				
01/01/26	FB - Chuyện của Hà Nội	Giang Uyên				https://thanhnien.vn/bat-hiep-si-nguyen-thanh-hai-vi-loi-dung-giai-cuu-nguoi-tu-campuchia-de-cuong-doat-tai-san-185260101180552916.htm	Vũ					
01/01/26	FB - Chuyện của Hà Nội	Giang Uyên		"""1923883985224023.jpg"								
01/01/26	FB - Chuyện của Hà Nội	Giang Uyên		"""2108083919932756.jpg"								
01/01/26	FB - Chuyện của Hà Nội	Giang Uyên	Bkd ơii				Vũ					
01/01/26	FB - Chuyện của Hà Nội	Minh Vũ					Vũ					
01/01/26	FB - Chuyện của Hà Nội	Khánh Ly Nguyễn	Thật sự rất thích nhìn các công trình kiến trúc tâm linh đình đền chùa nằm giữa phố xá hà nội, một sự hiện diện đậm chất văn hoá phương đông nằm yên lặng giữa hơi thở hiện đại, đi qua đâu thấy bóng dáng cổng tam quan là mình lại ngó lại nhìn lâu thêm 1 tí 🫠				Vũ	1				
01/01/26	FB - Chuyện của Hà Nội	Khánh Ly Nguyễn		"""1176255944247458.jpg"								
01/01/26	FB - Chuyện của Hà Nội	Khánh Ly Nguyễn	/di sản + threads/				Vũ					
01/01/26	FB - Chuyện của Hà Nội	Le Thu Huong	Lên page thì note tên các địa điểm nhé @Khánh Ly Nguyễn				Vũ	1				
01/01/26	FB - Chuyện của Hà Nội	Minh Vũ					Vũ					
01/01/26	FB - Chuyện của Hà Nội	Khánh Ly Nguyễn	omg 🥲 em chỉ biết tên 1 chùa trong số các ảnh này thôi ạ, các đình đền khác đều để tên chữ Hán và không có biển tên tiếng Việt nên em không biết tên từng đình đền ạ 🥲				Vũ					
01/01/26	FB - Chuyện của Hà Nội	Tưởng Quỳnh Nga	Bkd ơi cho em xin ý kiến bài này với ạ				Vũ					
01/01/26	FB - Chuyện của Hà Nội	Tưởng Quỳnh Nga	Dấu yêu của tớ, mong cậu vui có người san sẻ, mệt có người dựa dẫm, đi muôn nẻo vạn dặm đều có người đồng hành   | Na  📸 tiktok: Ở đây tâm trạng cùng tớ	"""25967010076239929.jpg"								
01/01/26	FB - Chuyện của Hà Nội	Nguyễn Hưng					Vũ					
01/01/26	FB - Chuyện của Hà Nội	Tuan Dinh Zin	Bạn tôi ơi: Sử dụng thuốc lá điện tử, thuốc lá nung nóng bị phạt từ 3 triệu đồng đến 5 triệu đồng  (Hiệu lực từ 31/12/2025)				Vũ	1				
01/01/26	FB - Chuyện của Hà Nội	Tuan Dinh Zin				https://suckhoedoisong.vn/tu-nay-hut-thuoc-la-dien-tu-phat-den-5-trieu-chua-chap-phat-den-10-trieu-dong-169260101185251125.htm	Vũ					
01/01/26	FB - Chuyện của Hà Nội	Tuan Dinh Zin		"1414678570192972.jpg
01/01/26	FB - Chuyện của Hà Nội	Minh Vũ					Vũ	
01/01/26	FB - Chuyện của Hà Nội	Nguyen Ngoc	""2025, bạn đã sống hạnh phúc chưa? Nếu chưa, để 2026 bù đắp cho bạn nhé.  Hy vọng vào cuối 2026 khi đọc lại, bạn sẽ mỉm cười và tự nói với chính mình ""có, mình có hạnh phúc, cảm ơn cuộc đời mình""  _Mận_"	"""1238411618176656.jpg"							
01/01/26	FB - Chuyện của Hà Nội	Nguyễn Hưng					Vũ					
01/01/26	FB - Chuyện của Hà Nội	Le Thu Huong	https://www.facebook.com/share/p/1Bm3tA1R2C/?mibextid=wwXIfr				Vũ					
01/01/26	FB - Chuyện của Hà Nội	Minh Vũ					Vũ					
01/01/26	 Quảng Cáo	Nguyễn Nguyệt Ánh					Dũng					
01/01/26	 Quảng Cáo	Nguyễn Nguyệt Ánh					Dũng	1				
01/01/26	 Quảng Cáo	Nguyễn Nguyệt Ánh		"1203017865111368.jpg
01/01/26	 Quảng Cáo	Nguyễn Nguyệt Ánh	Chị gửi ảnh 3 bài nè check giúp c nhé				Dũng	
01/01/26	 Quảng Cáo	Nguyễn Nguyệt Ánh	Lại đổi cap nữa rùi thui duyệt lại giúp c nhé 🥲				Dũng	
01/01/26	 Quảng Cáo	Nguyễn Nguyệt Ánh	Beat   Saigon Marina IFC – Khi kiến trúc lên tiếng trong đêm giao thừa  Đêm Countdown 2026 là khoảnh khắc hiếm hoi mà kiến trúc không còn là phông nền. Saigon Marina IFC trở thành một sân khấu thẳng đứng đúng nghĩa.  Hệ thống LED Matrix bao phủ bốn mặt tòa tháp biến toàn bộ công trình thành một bề mặt trình diễn khổng lồ. Những lớp hình ảnh, ánh sáng kể lại câu chuyện Ba Son – từ di sản công nghiệp gắn với lịch sử Sài Gòn đến hình ảnh một trung tâm tài chính – thương mại quốc tế đang hình thành.  Sự kết hợp giữa kiến trúc, ánh sáng, âm nhạc và không gian đô thị tạo nên một trải nghiệm đa giác quan liền mạch, cho thấy cách một biểu tượng mới được giới thiệu đầy tinh tế trong đời sống thành phố. ---				Dũng	1
01/01/26	 Quảng Cáo	Nguyễn Nguyệt Ánh	Sgn  2.   Nếu giao thừa năm nay bạn không có mặt ở đây, coi lại là hiểu liền vì sao ai cũng nói ‘đã quá’…  Không cần giải thích nhiều, chỉ cần đứng giữa không gian Countdown 2026 là thấy khác ngay.  Saigon Marina IFC sáng rực với hệ thống LED phủ kín mặt đứng, nhạc nước cao đến 30m chuyển động theo âm nhạc, kết hợp hệ âm thanh và ánh sáng được dàn dựng kỹ lưỡng. Mọi thứ được đẩy lên cao trào đúng khoảnh khắc đếm ngược.  Và khi pháo hoa bùng nổ từ tầng 55, cảm giác chung của rất nhiều người là: nổi da gà. Một trải nghiệm giao thừa trọn vẹn, đúng nghĩa lễ hội đô thị hiện đại. ----				Dũng	1
01/01/26	 Quảng Cáo	Nguyễn Nguyệt Ánh	Kkn  3.  Khoảnh khắc pháo hoa từ tầng 55 Saigon Marina IFC thắp sáng bầu trời TP.HCM  Pháo hoa giao thừa thì năm nào cũng có. Nhưng pháo hoa bắn từ tầng 55 của một tòa tháp giữa trung tâm thành phố thì đúng là hiếm.  Saigon Marina IFC mang đến một màn chào năm mới cực kỳ ấn tượng. Pháo hoa tầm cao kết hợp ánh sáng phủ trọn công trình khiến cả khu vực trung tâm như bừng sáng trong vài phút ngắn ngủi.  Đứng từ xa hay gần đều cảm nhận được sự hoành tráng. Một khoảnh khắc mà coi xong là biết chắc: giao thừa năm nay mình sẽ nhớ rất lâu. -----				Dũng	1
01/01/26	 Quảng Cáo	Nguyễn Nguyệt Ánh	Beat now  4 Saigon Marina IFC – Điểm hẹn mới đón chào năm mới 2026 đầy ấn tượng  Countdown 2026 không chỉ là sự kiện lễ hội, mà còn là màn ra mắt chính thức của Saigon Marina IFC trước công chúng thành phố.  Là công trình đầu tiên thuộc Trung tâm Tài chính Quốc tế TP.HCM, việc tòa tháp này trở thành tâm điểm đêm giao thừa mang nhiều ý nghĩa. Nó cho thấy vai trò hạt nhân của công trình trong định hướng phát triển mới của đô thị.  Từ vị trí, quy mô đến cách tổ chức sự kiện, Saigon Marina IFC xuất hiện rất rõ nét như một landmark mới của TP.HCM. -----				Dũng	1
01/01/26	 Quảng Cáo	Tuấn Dũng					Dũng	1
01/01/26	 Quảng Cáo	Tuấn Dũng					Dũng	1
01/01/26	 Quảng Cáo	Tô Thu Trang	""Beatvn   BẢO TÍN MẠNH HẢI HOẠT ĐỘNG XUYÊN LỄ - PHỤC VỤ QUÝ KHÁCH MUA SẮM TIỂU KIM CÁT 0,1 CHỈ  Nhằm đáp ứng nhu cầu mua sắm vàng tích lũy đầu năm và phục vụ Quý khách thuận tiện trong dịp lễ, Bảo Tín Mạnh Hải trân trọng thông báo: hệ thống cửa hàng hoạt động xuyên lễ, sẵn sàng phục vụ Quý khách đến tham quan và mua sắm BST Tùng - Cúc - Trúc - Mai (0,1 chỉ).  BST mang thông điệp cát lành và lời chúc may mắn đầu năm với Tùng (bền chí, trường thọ), Cúc (an nhiên, đủ đầy), Trúc (chính trực, vươn cao), Mai (khai lộc, mở vận mới). Sản phẩm ứng dụng công nghệ đúc và khắc laser 3D hiện đại, thể hiện chi tiết sắc nét, đồng thời được kiểm định nghiêm ngặt, đảm bảo chuẩn xác về trọng lượng và hàm lượng vàng, thuận tiện giao dịch trong toàn hệ thống Bảo Tín Mạnh Hải.  📍 Một số lưu ý nhỏ quý khách hàng đừng nên bỏ qua: - Thứ tự phục vụ theo nguyên tắc ""Khách đến trước – phục vụ trước"". - Số lượng sản phẩm có giới hạn theo từng cửa hàng/ngày. - Áp dụng đối với khách hàng mua trực tiếp tại cửa hàng. - Đối với khách hàng ra cửa hàng ở thời điểm đã hết số lượng giới hạn: Nhận đặt hàng, sản phẩm sẽ được trả sau 90 ngày. - Cửa hàng Bảo Tín Mạnh Hải - Aeon Mall Long Biên sẽ dừng phục vụ vàng tích lũy bắt đầu từ ngày 01/01/2026."	"871610209010533.jpg
01/01/26	 Quảng Cáo	Tô Thu Trang					Dũng	1
01/01/26	 Quảng Cáo	Tô Thu Trang	Page CCHN   BTMH chính thức mở bán Vàng 0.1 chỉ trên toàn hệ thống  Sau thời gian thử nghiệm và nhận được sự yêu mến, ủng hộ của người dân, thương hiệu BTMH đã chính thức mở bán sản phẩm Tiểu Kim Cát 0.1 chỉ.   Chỉ với 1.5 triệu đồng, người dân đã có thể sở hữu Sản phẩm nằm trong bộ sưu tập Tứ Quý Thịnh Vượng với thiết kế Tùng - Cúc - Trúc - Mai tinh tế và đặc biệt không tính tiền công.  Các hình ảnh mới nhất tại các cửa hàng của Bảo Tín Mạnh Hải đang cho thấy sức nóng của Tiểu Kim Cát và hói quen tích luỹ, mua vàng lấy may đầu năm của người dân.				Dũng	1
01/01/26	 Quảng Cáo	Nguyễn Nguyệt Ánh	Check giúp chị cái Home credit nàh được ko nhé  - Caption: Mọi thứ sẽ hoá điên lên nếu Tết nào cũng chỉ có một người gồng gánh.   Tết là dịp để mọi người cùng nhau chia sẻ, góp nên những rộn ràng, niềm vui, và những món quà vô giá cho gia đình của mình. Đây không phải là trách nhiệm hay áp lực của bất cứ cá nhân nào.   Vì vậy, thông qua thước phim ngắn, Home Credit đã truyền đi thông điệp tích cực như một lời động viên và kêu gọi những người yêu thương cùng chung tay góp sức cho sự đủ đầy của Tết Nhà. Bởi Home Credit tin rằng, sẽ luôn có người muốn cùng ta Góp nên Tết Nhà Vô Giá.   #GopNenTetNhaVoGia #HomeCreditTet2026   - Thematic 15s: Link: https://drive.google.com/file/d/1mFaiR7jJ8oiwhDE4HyFdyqYw6zW28TXJ/view?usp=sharing			https://drive.google.com/file/d/1mFaiR7jJ8oiwhDE4HyFdyqYw6zW28TXJ/view?usp=sharing	Dũng	1
01/01/26	 Quảng Cáo	Tuấn Dũng					Dũng	1
01/01/26	 Quảng Cáo	Tuấn Dũng					Dũng	1
01/01/26	 Quảng Cáo	Nguyễn Nguyệt Ánh	""Beatvn: 2025 Vingroup khép lại với nhiều cột mốc lịch sử. Nổi bật với 9 thành tựu nổi bật tạo nên những ""Dấu ấn Việt Nam"" đỉnh nóc, kịch trần 🇻🇳  Showbeat: VUÝP: 9 thành tựu nổi bật của Vingroup trong năm 2025 tạo nên những ""Dấu ấn Việt Nam"" không thể nào quên 😍"				Dũng	1		
01/01/26	 Quảng Cáo	Nguyễn Nguyệt Ánh	"Chung comment:  2025 là một năm mà dấu ấn Việt Nam được nhìn thấy rất rõ, không chỉ bằng lời nói, mà bằng những con số, công trình và bước tiến cụ thể. Nhìn lại 9 thành tựu nổi bật của Vingroup, có thể thấy bức tranh phát triển trải dài từ công nghiệp, công nghệ, hạ tầng đến an sinh xã hội:  1. VinFast bứt phá mạnh mẽ với gần 200.000 xe điện bán ra toàn cầu, giữ vị trí dẫn đầu thị phần ô tô tại Việt Nam.  2. Tập đoàn chính thức mở rộng sang các trụ cột chiến lược mới như hạ tầng giao thông và năng lượng xanh.  3. Năm có số lượng dự án được khởi công, động thổ và ra mắt nhiều nhất từ trước tới nay với 18 dự án.  4. Đồng tổ chức triển lãm quy mô quốc gia kỷ niệm 80 năm Quốc khánh, thu hút hàng chục triệu lượt khách tham quan.  5. Ghi dấu ấn mạnh trên thị trường chứng khoán với nhiều mã niêm yết, vốn hóa vượt mốc 1 triệu tỷ đồng.  6. Vinhomes lập kỷ lục mới với hàng loạt đại đô thị quy mô lớn, tiếp tục khẳng định vị thế nhà phát triển hàng đầu khu vực.  7. Đóng góp các công trình biểu tượng quốc gia như Trung tâm Triển lãm Việt Nam và sân vận động đạt chuẩn quốc tế.  8. Duy trì cam kết ESG và an sinh xã hội với hàng chục nghìn tỷ đồng dành cho cộng đồng, thiên tai và phát triển bền vững.  9. Đột phá trong khoa học công nghệ với robot hình người ""Make in Vietnam"", mở ra kỳ vọng mới cho công nghệ Việt.  9 dấu mốc, 1 bức tranh chung cho thấy doanh nghiệp Việt không chỉ tăng trưởng về quy mô, mà còn đang từng bước góp phần định hình vị thế quốc gia trong kỷ nguyên mới."				Dũng	1				
01/01/26	 Quảng Cáo	Nguyễn Nguyệt Ánh	"Beat PHÁO HOA ""FULL HD"" TẠI VINCOM TỐI QUA: ĐỈNH THỰC SỰ! 🎆  Team đi Countdown tối qua ở Vincom Mega Mall Ocean City với Royal Island đâu rồi ạ?   Nửa đêm qua, dân tình được một phen ""lác mắt"" với màn pháo hoa tầm cao cực cháy, visual đỉnh chóp phủ kín bầu trời. Không khí đón 2026 cứ gọi là ""vibe"" hết nấc, nhìn biển người check-in mà thấy rần rần luôn!   Nhìn lại năm 2025 của Vincom mà chỉ biết ""u mê"": Khai trương liền tù tì 3 TTTM mới. Chính thức cán mốc 90 ""tọa độ"" ăn chơi trên 46 tỉnh thành, quy mô này đúng là không có đối thủ luôn áh =)))  Năm mới, mục tiêu mới, nhưng chắc chắn là vẫn phải ghé Vincom để chill thường xuyên nha!    #Vincom #VincomTet2026"				Dũng	1				
01/01/26	 Quảng Cáo	Nguyễn Nguyệt Ánh	Cchn  ĐỈNH NÓC, KỊCH TRẦN: HÀNG TRĂM NGÀN NGƯỜI CHOÁNG NGỢP TRƯỚC MÀN PHÁO HOA COUNTDOWN RỰC RỠ TẠI 2 TTTM VINCOM VÀO TỐI QUA 🎆   Happy new year anh em :3 đêm qua, hoà chung không khí giao thừa tưng bừng khắp nơi thì tại 2 TTTM Vincom Mega Mall Ocean City và Vincom Mega Mall Royal Island đã cũng đã diễn ra màn pháo hoa countdown tầm cao, thu hút hàng trăm nghìn người theo dõi :3  Được biết màn pháo hoa này là một trong các hoạt động được diễn ra đồng loạt tại các trung tâm thương mại Vincom trên toàn quốc, và đánh dấu cột mốc đáng nhớ khi hệ thống Vincom khai trương 3 TTTM mới trong năm 2025, chính thức cán mốc 90 trung tâm thương mại tại 31/34 tỉnh, thành phố - một quy mô hiếm có trên thị trường bán lẻ Việt Nam. 10 điểm k có nhưng nhaaaaaaaa 💯😍   #Vincom #VincomTet2026				Dũng	1				
01/01/26	 Quảng Cáo	Nguyễn Nguyệt Ánh	https://www.facebook.com/share/v/1B9GfBHsLv/?mibextid=wwXIfr  Dũng ơi lên bài xong dùng cái video này có sợ bản quyền nhạc hay gì ko				Dũng					
01/01/26	 Quảng Cáo	Tuấn Dũng	Bq đang căng nếu khách ko cf có bq thì thôi ạ				Dũng					
01/01/26	 Quảng Cáo	Tuấn Dũng	Phần nhạc thì tệ nhất sẽ bị tắt tiếng claim còn phần hình nếu không có bq thì có thể ăn gậy				Dũng	1				
